,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
SOL1,12.26060435,12.13427488,12.15265064,12.48347055,1.481,1.2966,1.2903,1.3911,1.6393,1.3918,1.3147,1.4374,1.2437,1.1938,1.569
SPAC139.05,1.938702094,1.927759719,1.927759719,1.955616174,0.3499,0.9294,7.426,2.4147,5.7099,19.166,21.9612,3.4849,2.192,0.3406,0.2587
SPAC22F8.04,1.921764618,1.921764618,1.921764618,2.022732389,3.5451,1.9686,2.9434,2.1675,2.4989,2.1105,1.913,1.5241,3.0338,2.6642,2.0685
SPAC24B11.09,1.921764618,1.921764618,1.921764618,2.080896438,2.0417,1.0768,1.5502,0.6649,2.2207,1.3995,1.341,0.5151,1.6762,0.7205,0.4702
SPAC25G10.08,1.921764618,1.921764618,1.921764618,1.938990726,9.158,9.1514,8.6775,7.9748,8.7628,5.5854,5.2187,5.5961,7.89,6.2045,7.9528
SPAC4F10.17,1.921764618,1.921764618,1.921764618,1.933714416,0.0305,0.0502,0.0502,0.0664,0.3868,2.8604,4.5816,2.3068,1.1811,0.2886,0.0521
SPAC4G8.04,1.921764618,1.93161221,1.921764618,1.921764618,1.0882,1.0877,1.1649,1.0249,0.9967,1.0298,1.1044,1.1139,0.9354,0.8621,1.1321
SPAC57A7.05,1.921764618,1.921764618,1.921764618,1.925270641,0.749,0.6951,2.0584,1.8409,2.903,3.6772,3.2311,1.2936,1.2468,0.7031,0.7486
SPB1,7.878819428,7.34257074,7.628844019,5.645420006,3.739,4.2943,2.4419,2.3075,1.8263,1.1824,1.5104,2.097,2.5379,3.5861,4.0068
SPBC19F8.05,1.921764618,1.921764618,1.921764618,2.003577309,0.3954,0.4297,0.2921,0.3584,0.5456,0.389,0.4274,0.4328,0.7108,0.5096,0.4004
SPBC31F10.12,1.921764618,1.921764618,1.921764618,1.926491254,7.2199,6.7935,6.8631,6.7232,5.8099,5.6646,6.1946,5.6313,6.3299,6.7917,6.5654
SPBC3H7.11,1.921764618,1.921764618,1.921764618,1.922981697,4.1025,4.1655,3.0155,2.7869,2.5512,1.9001,2.0588,3.6775,3.2952,4.6593,5.381
SPC24,8.591260655,8.020936726,8.925123845,8.121873875,0.3601,0.3793,0.2994,0.4471,0.2641,0.3593,0.4517,0.408,0.384,0.3628,0.4069
SPC3,13.1465164,13.32843613,13.48926675,13.23981836,3.8121,4.1026,3.6122,4.3977,3.1001,2.7966,3.1056,3.4494,3.5502,3.7539,3.7036
SPC34,11.3981458,11.3388336,11.50760717,11.54097054,1.6958,1.824,1.6315,1.7502,1.4123,1.9199,2.5531,2.1907,1.8199,1.8307,1.7648
SPCC16A11.01,1.921764618,1.970577636,1.921764618,1.921764618,0.9342,1.3289,2.7377,2.4029,3.4419,3.2906,2.4711,1.0418,0.9745,0.6796,0.8705
SPCC16C4.10,1.921764618,1.926924551,1.921764618,1.923937801,5.7356,6.0479,5.7108,6.9297,7.0699,8.8214,9.1723,10.7107,7.3672,6.9868,7.7587
SPCP31B10.02,1.921764618,1.921764618,1.921764618,1.923432582,2.5792,2.6917,3.1179,3.0333,3.5315,3.8738,3.4938,2.4189,3.0196,2.6345,2.2438
SPE2,12.27783657,12.36469548,12.04424275,12.31350005,4.613,3.3004,4.4974,4.0177,4.5342,5.2918,4.5112,3.9854,3.8579,4.6928,4.9933
SPF1,13.73884771,13.73697164,13.71079915,13.76202837,0.143,0.1201,0.1145,0.127,0.1344,0.1156,0.1493,0.1306,0.1305,0.0906,0.0982
SPG1,11.27037605,10.90140091,11.42567285,11.08890339,2.8655,2.8398,3.614,3.6073,3.6728,3.9328,4.2413,3.0123,2.4417,2.3121,2.9627
SPI1,14.93715319,14.79403379,14.7587838,14.98557722,25.8457,26.8563,24.1936,26.7915,26.6807,21.2989,21.6549,25.5223,25.4619,26.6064,27.0925
SPN1,13.25746564,13.20822462,13.24478085,13.30894796,1.0449,0.8658,1.023,0.8947,1.2423,1.2555,1.0316,0.76,1.1871,0.7871,0.6397
SPO12,11.33604827,10.977655,11.0702541,11.55752317,2.098,1.8005,1.0392,0.7853,0.2984,0.3502,0.5715,1.1291,1.708,1.506,2.0975
SPO14,12.86351618,12.78621097,12.75302064,12.74367202,4.9321,3.1151,5.1414,3.9161,6.1794,6.1702,5.7169,3.8457,6.2368,5.394,3.7855
SPO20,6.974410426,7.072342302,6.792364385,6.166907014,8.9188,8.573,9.8123,10.6452,9.3979,10.3159,9.2086,9.6928,8.1302,9.432,11.2126
SPO7,11.881481,11.75529727,11.81325189,12.05642464,0.4204,0.3986,0.3519,0.3567,0.4054,0.4079,0.4838,0.487,0.4256,0.3875,0.4671
SPP1,10.94642425,10.92620625,11.01860792,10.98564797,1.6101,0.951,1.2542,1.051,1.2177,1.1045,1.2085,1.5225,1.5356,1.7732,2.1437
SPP2,12.78968309,12.78299352,12.71132516,12.71232893,2.0766,1.3071,1.6448,1.3633,1.6102,1.4209,1.4811,1.8342,2.0276,2.2548,2.309
SPT16,12.64074285,12.6186341,12.91117441,12.51059861,1.5401,1.6511,1.4163,1.6206,1.8085,1.6401,1.6426,1.5716,1.7068,1.1571,1.6033
SPT2,11.77492441,11.92324334,11.57932155,11.95554818,1.0252,0.9387,1.112,1.0381,1.0753,1.2552,1.4097,1.2167,1.013,0.7892,0.9402
SPT3,12.64374913,12.75697686,12.81140334,12.66189433,0.0971,0.1007,0.0979,0.0966,0.1849,0.1336,0.1431,0.101,0.1165,0.0946,0.0904
SPT4,12.51902806,12.60086318,12.74067191,12.51275837,1.3151,1.6705,1.1754,1.4791,1.3228,1.2545,1.4685,2.0402,2.0311,2.0052,1.5172
SPT5,10.62943328,10.77324689,10.81907693,10.98652221,3.665,3.5818,3.4695,3.2622,3.7354,2.8806,2.7546,3.1082,3.5908,2.7555,3.5685
SPT6,12.69500794,12.62926354,12.85939211,12.4006339,3.7789,3.384,3.3933,3.0665,4.0147,3.2345,3.6253,3.2689,3.3593,2.5729,3.4509
SPT7,11.93391992,11.98467108,12.00968421,11.88455135,0.6264,0.5615,0.5548,0.4603,0.575,0.5358,0.5835,0.4871,0.5765,0.4843,0.5831
SPT8,11.68773626,11.65442679,11.59273841,11.66984195,0.57,0.5229,0.5321,0.5526,0.6662,0.5985,0.5267,0.5251,0.5221,0.4246,0.6241
SRB6,12.2732917,12.23296877,12.34974823,12.03722031,1.1425,1.1784,0.9299,0.9077,0.7397,0.7795,1.0862,1.2915,1.3249,1.3846,1.3736
SRB7,12.33200333,12.30034547,12.46548685,12.26249202,6.3773,5.385,5.9495,5.2927,5.0613,5.4274,5.9668,4.4614,4.9256,6.1143,5.7929
SRB8,10.58603997,10.22609748,10.31927575,10.70524588,0.7672,0.7041,0.6917,0.7677,1.02,0.8605,0.9789,0.6955,0.7801,0.6704,0.611
SRP1,13.97048635,13.95558738,14.00109826,13.84998801,5.6176,3.8516,5.0416,3.8833,3.8797,4.4355,4.0627,4.2308,4.8502,5.2309,6.0265
SRP102,11.09332487,11.23804546,11.29723617,10.89104558,7.6955,7.3652,6.6603,6.8768,5.3599,6.13,6.9159,6.7582,7.9888,7.9616,7.1569
SRP14,13.03419275,13.0875887,13.02845429,13.03932214,9.4423,10.0711,7.8264,8.9965,6.7556,5.7782,5.7859,7.4859,7.5627,9.966,9.0958
SRP72,12.20359598,12.29168468,12.18084877,11.95613378,3.4925,3.632,2.8621,3.3193,3.9936,3.1887,2.8675,2.3405,3.7635,3.7765,3.1642
SRS2,10.65742995,10.55194872,10.51366468,10.88539457,0.7533,0.8539,0.7546,0.8223,0.865,0.6405,0.7227,0.6854,0.7092,0.6705,0.812
SRX1,15.52107474,15.53560032,15.66265439,15.68377338,2.4973,21.5126,23.6261,20.8695,22.3643,25.6945,27.1871,18.3055,6.1183,2.3296,1.803
SSA1,15.65843712,15.63889898,15.44037673,15.52932625,1.6563,5.5358,11.8823,9.867,9.0383,6.9861,7.4316,5.8887,6.4249,2.8041,2.2869
SSA2,15.43398176,15.47551362,15.31765079,15.12342174,25.084,25.0917,25.6846,24.363,26.4228,22.4239,23.3252,25.0681,25.6739,21.5969,22.9416
SSB1,14.80953244,15.03181112,14.89175393,14.85198602,2.8788,2.5655,3.3635,3.1878,3.4712,2.5326,2.3075,2.2126,2.8839,2.2308,2.6809
SSB2,14.49314769,14.74762877,14.65100618,14.39669585,4.2773,5.3148,3.815,5.4362,4.5661,3.5412,3.6565,4.7714,4.1379,5.0697,5.3845
SSC1,14.8783489,14.87101468,14.83866658,14.83173658,18.2411,19.9007,19.2971,19.1066,20.0167,17.0181,16.1349,19.0581,19.594,17.7415,19.4009
SSL1,12.46327831,12.35705339,12.34455706,12.56845796,2.7012,2.3599,2.7446,2.353,2.9575,2.6915,2.5261,2.4937,2.5771,2.7854,3.0629
SSM4,12.82612335,12.76846839,12.97511973,12.80198154,0.086,0.1066,0.0816,0.1182,0.1607,0.0569,0.0945,0.0767,0.0728,0.088,0.0652
SSP1,6.447209549,6.039347723,6.51156484,5.951200666,0.7759,0.7481,0.7265,0.6211,1.0895,0.966,0.7545,0.7832,0.8355,0.5656,0.6635
SSS1,14.29656357,14.36211308,14.47310091,14.08919228,15.7408,15.5439,14.2223,14.6126,11.0462,10.6033,12.3934,12.8101,13.5262,15.3924,15.6806
SSU72,11.67578477,11.75529048,11.88047397,11.86176194,1.5119,1.5519,1.1232,1.1728,0.7612,0.8481,0.8993,1.3142,1.1823,1.4775,1.6134
STE11,11.05645605,11.02149043,11.05765484,11.02245055,1.581,0.8915,0.7455,0.439,0.3913,0.6223,0.9401,1.3863,1.434,1.2603,1.478
STE13,12.65629721,12.46184614,12.48404675,12.46118911,2.9604,2.0246,2.9179,2.5888,4.3766,3.2744,2.4708,2.514,3.5061,2.7819,2.8796
STE20,12.26400667,12.31500963,12.32288884,12.25340169,1.638,1.429,1.6976,1.5635,2.1107,1.9617,1.6933,1.2563,1.5526,1.205,1.2919
STE4,12.28131891,12.26219513,12.20413104,12.41685554,0.8986,0.4987,0.9889,0.5062,0.3782,0.5588,0.7673,0.5122,0.6367,0.6637,0.5366
STE7,12.06666063,11.97038389,11.80190032,11.86292524,0.614,0.6197,0.4689,0.6062,0.574,0.4214,0.4895,0.835,0.6596,0.7129,0.9532
STI1,14.83327957,14.87047637,14.72398201,14.88128968,12.4435,12.2293,13.313,11.6228,11.0127,7.162,7.2964,10.1588,11.6356,7.0731,9.5553
STM1,14.77668459,15.01959443,15.00059349,14.77839512,6.7254,7.2627,6.5401,9.7927,11.3269,11.1823,9.3225,10.4111,8.8718,10.179,9.7332
STN1,11.46326554,11.47149145,11.5674608,11.39330267,1.2794,1.3109,1.3525,1.3216,1.4918,3.2533,3.6336,2.2321,1.6221,1.7163,1.3574
STR2,13.10611392,13.06162017,12.99026234,13.01321946,0.6715,0.5569,0.6889,0.5475,0.9544,0.8383,0.804,0.5928,0.6112,0.4197,0.5564
STR3,13.5794875,13.61624791,13.4971263,13.76360585,0.9723,0.3188,0.522,0.4301,0.7347,1.3109,1.9082,0.3924,0.2465,0.166,0.397
STS1,13.66732008,13.65055599,13.54411106,13.68444268,4.1962,4.2758,4.288,4.0383,4.9258,5.9381,5.0884,3.3098,4.6868,4.7201,3.0542
STT4,12.30224143,12.15539094,12.08192109,12.10018398,2.4043,2.5359,2.151,2.2664,2.9937,2.5799,2.3388,2.8422,2.4553,1.9852,2.7624
SUB1,12.86073729,12.79384626,12.68153718,12.45984326,1.832,2.4124,1.4117,1.9249,1.3755,1.363,1.6004,1.4324,1.5739,1.5677,1.4991
SUI1,13.22085826,13.08288076,13.10545349,13.24139973,19.5391,21.2974,17.1897,19.0547,18.2989,19.6428,20.2313,17.5756,18.7085,19.6449,19.2609
SUM1,11.21914176,10.79873837,10.74565772,10.80164745,17.9746,18.8248,17.1771,17.6367,16.5917,11.7459,12.7063,15.8409,16.0111,17.4525,19.639
SUP35,12.92371812,12.87242118,12.96361407,12.86959475,8.6842,7.8727,8.0849,7.1988,6.7875,5.0079,4.6778,5.9326,7.0199,6.463,9.6105
SUR2,12.77008828,13.17875715,13.00510734,13.06395769,3.5548,2.9207,3.5352,5.309,7.9227,4.7997,4.2743,5.2509,4.797,3.8623,4.3783
SUS1,12.0169585,12.02850753,11.56222775,11.68123038,3.0163,2.9209,2.8411,2.4821,1.5939,1.5977,2.0334,1.9283,2.2916,2.7633,2.8845
SUT1,12.41611787,12.20934606,12.39234513,12.38940204,1.2495,1.4257,2.9154,2.4065,3.4508,4.3336,3.7892,1.6448,1.2952,0.8364,0.7931
SWC3,9.615751663,9.81037343,9.540480677,9.79820338,1.5621,1.5396,1.4781,1.247,1.4976,1.2528,1.4576,1.3689,1.4521,1.3434,1.6618
SWC5,8.371973048,8.422497961,8.426248774,8.898166597,2.0647,0.9023,1.6603,0.859,0.8289,1.3901,1.6257,1.2879,1.702,1.5764,1.3607
SWD1,12.26690111,12.26071527,12.31302864,12.34569018,2.3505,2.5182,2.1528,2.3824,2.2747,1.341,1.3301,2.0406,1.7492,2.1535,2.5949
SWD2,11.66354907,11.68207368,11.64692073,11.79081409,1.6388,1.3682,1.4105,1.2518,1.2107,1.0601,1.165,1.7245,1.7154,1.9676,2.0271
SWD3,10.25627907,10.39816465,10.30985133,10.3039024,0.2195,0.2549,0.176,0.2088,0.348,0.2095,0.2079,0.2053,0.2634,0.2038,0.1534
SWF1,9.514667082,9.039975934,8.415981945,9.783908479,2.5183,1.6337,2.5719,1.949,2.3292,2.2544,2.1345,2.0551,2.5477,2.92,2.4774
SWI1,12.5022625,12.29292624,12.23715547,12.2868131,1.0063,1.0026,0.7722,0.8451,0.765,0.7313,0.7756,0.7568,0.9018,0.8086,0.9124
SWI3,11.99940439,11.96185916,11.70348584,11.80119196,2.3983,2.0965,2.8116,2.615,2.3165,2.6431,2.7017,2.3881,2.5843,2.6514,2.5294
SWI5,10.94421746,10.92555898,10.80306895,10.94463138,2.9068,3.4935,2.2626,3.0556,3.0394,3.5286,3.8104,2.8663,3.4344,3.2678,2.4646
SWI6,10.92404918,11.20248158,10.83738412,10.87099722,1.9664,1.7791,1.8795,2.0995,2.0342,1.7959,1.8297,1.8775,1.7867,1.9775,2.1544
SWP1,13.61114271,13.53668758,13.5375759,13.65669833,9.2046,12.0606,8.2435,12.4167,12.457,8.8309,7.812,12.0543,8.9468,10.7379,12.2194
SWR1,11.90277573,11.81630814,12.00106802,11.65480093,1.6304,1.4867,1.7908,1.6953,1.9767,1.5492,1.5552,1.4294,1.3184,1.3621,1.7201
SYF2,9.683129967,9.150729356,9.568294637,9.750806707,0.135,0.1267,0.1353,0.1332,0.1865,0.1247,0.124,0.0855,0.1266,0.0993,0.0838
SYP1,12.82242536,12.80710996,12.82303281,12.9306559,2.3653,2.2773,2.4358,2.4444,2.8927,2.2965,2.1873,2.2815,2.3741,1.9202,2.6282
TAD2,10.85424949,10.92303892,11.10840032,10.90696672,1.9298,1.1627,1.6578,1.1437,1.1541,1.2501,1.3033,1.1405,1.5084,1.759,1.7171
TAD3,8.368465931,8.387895158,8.257294687,8.440389277,3.7904,3.5167,3.0914,2.8015,2.0841,2.025,2.3753,2.7198,3.1887,3.6521,3.4593
TAF1,11.09782248,11.0100912,10.7555781,10.81607211,0.5886,0.5786,0.5573,0.5771,0.7237,0.6016,0.6219,0.7009,0.7141,0.5298,0.6135
TAF11,10.65765267,10.6749897,10.54726597,10.77208272,2.6009,3.0476,3.3498,3.3991,2.951,2.6553,3.2066,2.7745,2.4622,2.8195,2.4893
TAF12,12.82004891,12.69948733,12.54643243,12.80333601,0.6822,0.5027,0.5984,0.5465,0.5052,0.5066,0.444,0.3545,0.7331,0.477,0.51
TAF13,11.59636501,11.54653444,11.75510428,11.68861904,2.9758,3.3357,2.6911,2.9633,2.1041,2.0379,2.4257,2.1821,2.4573,2.6958,2.6428
TAF2,12.03070023,11.82985801,11.98707153,11.78208143,1.0728,1.2516,0.9516,1.0528,1.4222,1.0115,1.0421,1.0833,1.0216,0.7603,1.0079
TAF4,12.17792215,12.13644995,12.00443989,12.12485852,1.6935,1.9759,1.8733,1.9954,1.8606,1.7839,2.0193,2.4355,1.6848,1.5443,2.0145
TAF5,12.66286073,12.73862161,12.63412986,12.85921582,3.3703,2.7074,3.1552,2.8501,3.9026,3.7341,3.9361,3.2664,3.5216,2.6712,3.1839
TAF6,12.09634497,12.10954237,11.98492373,12.17615733,2.517,2.2304,2.3257,2.3424,2.5764,2.4676,2.4883,2.986,2.9229,2.4078,2.8214
TAF9,13.05542765,12.94147923,13.02194159,13.0454092,5.4639,4.8081,5.3213,4.6317,3.4634,3.2461,4.0545,4.3595,4.4626,4.8706,4.5182
TAH18,11.20586691,11.23340022,11.29356313,10.88550897,1.0091,1.1109,1.0324,1.2747,1.4757,1.0177,0.9876,0.8267,1.0804,0.8893,1.0206
TAL1,14.93276877,14.88093278,14.81508977,14.89020898,13.4633,15.185,12.4287,14.3253,17.3091,18.1177,17.1162,22.2189,18.5831,15.505,17.1044
TAM41,12.32088334,12.23590221,12.28396702,12.20129584,1.5276,1.3001,1.6043,1.2025,1.3179,2.0035,2.1959,1.4537,1.1683,1.3851,1.4335
TAZ1,12.17949192,12.24223611,12.15051228,12.22073558,1.719,1.507,2.1205,1.5438,1.6106,1.1896,1.0768,1.1031,1.4938,1.1607,1.4043
TBF1,10.88620045,10.8436638,10.7694341,11.0042456,0.5479,0.4288,0.3645,0.3271,0.3957,0.3205,0.345,0.4455,0.4812,0.4095,0.5949
TCO89,12.06645561,11.95901788,11.95685048,12.2504903,0.976,0.7752,0.853,0.6931,0.9459,0.6848,0.8608,0.8028,0.9992,0.8644,0.9641
TDP1,10.80714326,10.82643954,10.92080712,11.10910686,0.5474,0.5429,0.5373,0.5023,0.6204,0.3948,0.3717,0.4502,0.5361,0.4339,0.6342
TEA1,5.774689721,6.389733422,5.545951731,6.668822547,1.0091,1.0335,0.8649,0.8907,0.9307,0.7433,0.6885,0.5308,0.6772,0.6906,0.7983
TEL1,10.21945578,9.800668935,10.22693036,10.07306988,0.5851,0.6473,0.5795,0.7098,1.1482,0.6529,0.704,0.7676,0.5358,0.479,0.7264
TEL2,12.22043651,12.20054554,12.29272227,12.23063632,0.7931,0.8691,0.8681,1.1421,1.2458,1.1639,1.1685,0.8096,0.8587,0.7992,0.7345
TFA1,12.58914143,12.44279729,12.37983588,12.11451596,2.2033,1.6476,2.3224,2.0771,1.8911,2.1394,2.3363,1.8075,2.2204,1.9979,1.9537
TFA2,12.97891913,12.93231467,13.07858396,12.94360142,3.6775,3.578,3.935,4.2195,4.9522,5.8872,5.5897,4.7448,4.0879,3.9967,4.2994
TFB1,12.31872117,12.21282642,12.4508121,12.30282008,0.8539,0.703,0.9452,0.8059,1.3184,1.9921,1.9723,1.3389,1.1321,0.8047,0.5215
TFB2,11.67091296,11.7587162,11.86835506,11.83773765,2.2231,1.7857,1.9403,1.4782,1.9224,1.7242,1.7122,1.4845,2.4648,2.1523,2.3727
TFB5,12.12833165,12.05825817,12.27504814,12.09131905,2.1482,2.1826,1.7202,1.8708,1.1677,1.4505,2.0391,1.8289,2.0206,1.8033,1.5216
TFG1,13.35573384,13.31595246,13.25853143,13.24758072,1.7272,1.476,1.8792,1.5929,2.3626,2.5416,2.5573,1.2936,2.1754,1.528,1.2344
TFG2,13.08914274,13.04342991,13.16865305,13.20555654,1.5746,1.6833,1.811,1.8478,2.1532,2.5034,2.9457,2.3016,1.9011,1.4601,1.4604
TFS1,14.60428455,14.4483221,14.47809133,14.58194057,4.5593,4.1502,4.4771,5.2725,4.1907,3.4674,4.1108,4.531,4.2402,4.4747,4.9114
TGS1,10.4143542,10.53348623,10.58316486,10.57798808,2.2442,2.7563,1.884,2.3854,2.0806,1.7953,1.8941,2.3225,1.9108,2.4898,2.4353
THI2,4.583289754,4.317687528,4.492180781,4.431597522,1.1863,1.0377,1.1811,1.1199,1.5267,1.4118,1.2139,1.1115,1.1081,1.2257,1.2098
THI4,10.19874891,9.556785448,10.09284192,10.21333151,2.5711,1.9452,2.5378,1.8568,2.3344,2.2098,2.2846,2,2.4413,2.1402,2.1774
THO2,11.82217353,11.69706951,11.77516655,11.80922416,1.7792,1.7852,1.4286,1.5637,1.5669,1.3081,1.6893,1.2929,1.1124,1.2836,1.4973
THP1,11.62348022,11.87805254,11.58996736,11.7483456,1.7212,1.7848,1.438,1.7049,1.7357,2.7145,3.2498,3.4268,2.5932,2.4864,2.0079
TIF35,12.95199102,13.15560065,13.14831599,13.00133136,11.7813,10.1067,10.6495,10.791,9.7774,8.1573,7.42,9.9791,10.1438,12.6506,14.6549
TIF6,13.05892902,13.24637684,13.27866613,13.28337414,16.408,15.8886,14.7532,16.6148,15.5241,12.9529,12.5358,15.3965,14.5691,16.6804,17.5429
TIM11,14.47149953,14.44336086,14.46206741,14.26817124,8.2644,7.042,7.7686,6.7004,6.3674,7.7768,8.0644,6.01,6.5213,6.5342,7.8148
TIM21,13.20788557,13.23662752,13.31856249,12.98548921,3.3534,3.3834,3.0677,3.868,3.9586,3.2432,3.7584,3.3502,3.0379,2.8159,3.2081
TIM22,10.73247158,10.53934472,10.59795909,10.77312365,3.0729,3.1549,1.7813,2.6044,1.9045,1.1585,1.4081,3.0253,2.0035,3.3739,4.6657
TIM44,12.57818841,12.7091449,12.49949818,12.64990526,2.4168,1.5886,1.5392,1.2881,1.3102,0.98,1.1381,1.5435,2.3301,2.1689,1.9206
TIM50,12.54810833,12.53025266,12.46925933,12.41456623,1.2356,0.9973,0.8538,0.7992,0.8645,0.4067,0.4082,0.5395,0.8682,0.805,0.898
TIM54,12.2771839,12.28787558,12.31163925,12.25002662,3.0402,3.2628,3.083,3.0281,3.2699,2.9907,2.7593,2.5658,3.0243,3.8952,3.2277
TIM8,12.60479159,12.59721236,12.50733339,12.44489869,11.0423,11.1387,9.1838,10.3768,9.961,12.2979,11.7165,10.7375,11.4826,11.136,10.8146
TIM9,12.84844442,12.78432194,12.95215545,12.68648116,8.2211,8.3816,7.0948,6.6014,5.8481,6.1238,6.0046,5.9557,7.2344,8.164,7.6197
TIP1,14.16906416,14.1937964,14.18264728,14.30423104,1.3234,0.9514,1.3462,1.1106,0.8488,0.7373,0.9216,0.8536,1.2272,0.7929,0.8238
TIP41,12.8224393,12.92271243,12.81200815,13.14762066,1.4314,1.5512,1.5346,1.72,1.1731,1.2693,1.7731,1.9094,1.8353,1.7861,1.816
TLG1,13.05911552,12.91923087,13.22971559,12.85697094,0.8027,0.7351,0.6994,0.7242,0.7152,0.712,0.7904,0.7334,0.8773,0.7171,0.8327
TLG2,11.71989564,11.43291487,11.74637656,11.64071188,1.3599,1.4097,1.4276,1.4481,1.0495,1.5906,1.8826,1.62,1.4874,1.3891,1.4474
TMS1,12.93782426,12.78788367,12.90522096,13.0353082,0.3792,0.5535,1.2105,1.0904,1.7469,8.0855,11.013,8.2521,4.1348,1.4258,0.8295
TOM20,12.48313232,12.70980554,12.2544141,12.8491535,16.0579,16.1119,16.2007,16.2831,16.1874,14.7711,15.052,13.5888,13.7037,15.8962,15.4487
TOM22,13.9262628,13.81297931,13.72787383,13.68095726,10.9414,10.3571,11.1325,11.1581,9.1605,8.7967,8.7491,9.1582,10.5206,11.7468,10.7464
TOM40,14.09691232,14.09740031,14.01409724,14.119549,10.4313,7.3909,9.2198,8.3717,10.8317,7.1614,7.0171,5.6118,8.7902,8.626,6.4304
TOM7,13.54763848,13.6132371,13.45556141,13.4821821,8.8034,9.8378,7.008,8.6147,7.9973,7.3593,8.1035,8.178,7.5073,8.5352,8.2763
TOM70,13.58940499,13.86794653,13.55902189,13.66173498,12.6587,9.558,12.8657,9.7458,10.7847,12.5291,11.7255,7.989,11.8767,10.3246,8.9082
TOP2,12.12334147,12.17393325,12.1621271,11.89232415,1.1946,1.3935,0.8745,1.0984,1.0993,0.8723,0.9635,1.2328,1.2316,1.215,1.5255
TOR1,11.66090195,11.47224776,11.62346925,11.47754422,1.2334,1.4269,1.2165,1.4251,1.9411,1.6738,1.6336,1.4601,1.2247,1.1008,1.4259
TOR2,11.80958446,11.75751774,11.86074425,11.68106585,1.4502,1.5264,1.4244,1.3957,1.8054,1.7518,1.8359,1.8744,1.5509,1.1091,1.609
TPI1,15.47217798,15.45297593,15.426036,15.433619,27.8574,29.4021,27.6188,29.8301,29.1696,27.5295,28.1798,30.3024,29.5891,28.9861,28.5543
TPP1,10.77034992,10.79582147,10.65841649,10.74120298,2.8108,2.945,3.7751,3.9867,5.0405,5.657,5.5666,5.0598,4.4143,2.8425,3.2619
TPS1,15.06963749,15.02026554,14.9342043,15.17806458,6.2285,5.8845,11.6841,8.8101,12.9377,13.6282,9.9338,7.7063,9.0235,3.7976,3.8504
TPS2,14.74770205,14.72337272,14.68947815,14.79954691,2.3766,2.7359,2.6314,2.9773,3.2831,2.9639,3.0697,2.7824,2.5268,1.9744,2.4658
TRA1,11.39872945,11.04824739,10.94866019,11.11014375,2.121,2.0029,1.9493,1.6813,2.0454,1.5418,1.7661,1.9844,2.2434,1.7194,2.5741
TRK1,10.79566993,11.00259055,11.10616828,10.7659543,1.4087,1.4985,1.0259,1.3752,1.455,0.896,0.9738,1.1659,1.0953,1.1048,1.4755
TRK2,12.07775328,11.91383391,12.14747567,12.16439772,1.1638,1.0301,1.0465,0.8739,0.8394,0.9041,1.0374,0.9241,1.1305,1.0617,1.1347
TRL1,9.335466126,9.302403936,8.967635921,9.020562541,1.0172,1.1475,0.8595,1.0339,0.9585,0.6041,0.7073,0.7656,0.8462,0.9939,0.8855
TRM1,8.932446091,8.959229562,9.323359398,8.674052793,2.9087,2.5064,2.5763,2.1945,2.5827,1.5344,1.4773,1.6519,2.0275,2.3278,2.628
TRM10,9.748938667,10.04185406,9.987117627,10.2533072,3.9429,3.6545,3.2801,2.7649,1.8811,2.1204,2.6928,2.2439,3.3237,3.5583,3.2826
TRM11,5.654950722,5.829048408,6.578445001,6.091264994,3.4595,2.6973,2.5266,2.0557,1.56,1.0677,1.3714,1.9696,2.4356,4.0746,4.0122
TRM112,10.27614451,10.64547208,10.39400387,10.76771896,8.085,8.5876,6.4981,6.7291,3.9911,2.4822,3.0316,4.7292,5.2641,7.5073,7.9674
TRM12,10.2498801,10.4912424,10.53982327,9.910870453,3.8438,4.4316,2.808,2.9443,2.1933,1.8164,1.9162,3.2811,3.3943,4.3824,4.4397
TRM13,8.489537344,8.895133935,9.008774273,8.723811734,0.3137,0.3703,0.2875,0.3571,0.2929,0.1825,0.1919,0.2807,0.3354,0.3991,0.3249
TRM5,8.521597629,8.702255536,8.798364278,8.948472855,2.4335,2.1558,2.2018,2.1227,2.3421,1.5711,1.5507,2.1401,2.4171,3.3495,3.2465
TRM8,9.258458691,9.76887835,9.57683382,9.848830027,4.4441,5.1475,3.6129,3.8415,1.7054,1.265,1.7073,3.6618,3.5092,4.5531,5.1017
TRM9,8.970637009,9.216268501,9.347149812,9.729512527,1.9097,1.7477,1.5987,1.5141,0.8097,0.8766,1.2185,1.8551,1.746,2.2363,1.96
TRP2,12.98463096,13.13433143,13.02233104,12.88639149,5.9931,8.0297,5.9031,7.1046,8.2425,7.031,6.5266,6.6475,6.8073,6.5127,7.6818
TRP4,12.89698981,13.06881048,12.84903537,12.57578277,2.2434,1.6947,2.1433,1.7958,2.1223,1.6473,1.5311,1.2853,1.6203,1.6189,1.83
TRR1,15.28229181,15.37130257,15.02801527,14.95530431,10.4116,19.9345,17.64,21.5452,28.0767,28.9223,27.5438,30.4872,19.1878,11.7323,13.4967
