9	ADA2	18	AIR1	0.0244171490006011
9	ADA2	407	HOS2	-0.0295042892747761
9	ADA2	870	RRP12	-0.11687119454516
9	ADA2	993	SPB1	-0.332291473047424
18	AIR1	9	ADA2	0.0244171457551538
68	ARX1	179	CGR1	-0.0235861244179061
179	CGR1	68	ARX1	-0.0235861259855976
179	CGR1	600	MTR4	-0.0171906151830308
179	CGR1	870	RRP12	-0.119841893658238
179	CGR1	993	SPB1	-0.187371590441102
179	CGR1	1065	SWF1	0.130947673451234
179	CGR1	1245	VRP1	0.039377620849501
179	CGR1	1255	YOX1	0.122304822054484
231	DAK2	993	SPB1	0.0678644765097462
317	FMT1	993	SPB1	0.0937431553240107
348	GIT1	993	SPB1	0.0465518239117149
407	HOS2	9	ADA2	-0.029504262802946
407	HOS2	993	SPB1	-0.132196362932132
571	MRPL4	993	SPB1	0.0388053941082198
600	MTR4	179	CGR1	-0.0171906140394102
689	PHO4	993	SPB1	0.0156229608432071
712	POL4	993	SPB1	-0.0228080548296944
827	RPA12	993	SPB1	0.0606286528953363
870	RRP12	9	ADA2	-0.11687114032156
870	RRP12	179	CGR1	-0.119841807361627
870	RRP12	993	SPB1	-0.224651010266069
981	SNU66	993	SPB1	-0.0500229987595606
993	SPB1	9	ADA2	-0.33229144083518
993	SPB1	179	CGR1	-0.187371555423922
993	SPB1	231	DAK2	0.0678644748019843
993	SPB1	317	FMT1	0.0937431450289072
993	SPB1	348	GIT1	0.0465518227454097
993	SPB1	407	HOS2	-0.132196347434556
993	SPB1	571	MRPL4	0.0388053931389312
993	SPB1	689	PHO4	0.0156229604531901
993	SPB1	712	POL4	-0.0228080542609339
993	SPB1	827	RPA12	0.0606286513945308
993	SPB1	870	RRP12	-0.224651012936188
993	SPB1	981	SNU66	-0.0500229975277021
993	SPB1	1092	TEA1	0.0596024698421997
993	SPB1	1245	VRP1	0.103817837336662
993	SPB1	1255	YOX1	0.0211778045357817
993	SPB1	1260	ZDS1	0.0720431927596901
1065	SWF1	179	CGR1	0.13094766426767
1092	TEA1	993	SPB1	0.0596024712978948
1245	VRP1	179	CGR1	0.0393776247670034
1245	VRP1	993	SPB1	0.103817838585857
1255	YOX1	179	CGR1	0.122304814091374
1255	YOX1	993	SPB1	0.0211778033262524
1260	ZDS1	993	SPB1	0.0720431945001297
