9	ADA2	18	AIR1	0.133879298389573
9	ADA2	179	CGR1	-0.0103580287372216
9	ADA2	231	DAK2	0.0324210507223711
9	ADA2	317	FMT1	0.0490667182670725
9	ADA2	406	HOP1	0.0661675987698562
9	ADA2	407	HOS2	-0.11920890249229
9	ADA2	590	MSH3	-0.0130762084048268
9	ADA2	689	PHO4	0.0278146352194822
9	ADA2	712	POL4	-0.048153621886546
9	ADA2	827	RPA12	0.0263647033360649
9	ADA2	870	RRP12	-0.189484397289175
9	ADA2	993	SPB1	-0.437594412358086
9	ADA2	1010	SPO20	-0.00130896518266584
18	AIR1	9	ADA2	0.133880958322838
18	AIR1	406	HOP1	-0.00649020006261278
18	AIR1	993	SPB1	0.0142010376753126
68	ARX1	179	CGR1	-0.175246614630161
80	ATG17	993	SPB1	-0.0944071284509342
179	CGR1	9	ADA2	-0.0103612513847279
179	CGR1	68	ARX1	-0.175246683862765
179	CGR1	195	CNS1	-0.0209196788877189
179	CGR1	262	DRS1	-0.0478350808913257
179	CGR1	348	GIT1	0.015366962964969
179	CGR1	589	MSH1	-0.00162748461776507
179	CGR1	600	MTR4	-0.153169589875052
179	CGR1	726	PPR1	-0.107096983991123
179	CGR1	829	RPA43	-0.109936600727281
179	CGR1	870	RRP12	-0.200605580343091
179	CGR1	981	SNU66	-0.0554738120403343
179	CGR1	993	SPB1	-0.225452039614324
179	CGR1	1065	SWF1	0.287326773809825
179	CGR1	1092	TEA1	0.0247424380608646
179	CGR1	1200	UTP13	-0.0487934585391852
179	CGR1	1245	VRP1	0.151463364478826
179	CGR1	1255	YOX1	0.235560036187143
179	CGR1	1260	ZDS1	0.0800753922603466
195	CNS1	179	CGR1	-0.0209196706272365
229	DAD2	993	SPB1	-0.0162265032937103
231	DAK2	9	ADA2	0.0324206762181486
231	DAK2	993	SPB1	0.19051657382714
237	DBP7	993	SPB1	-0.102301283621895
248	DIM1	993	SPB1	-0.0543693948098697
262	DRS1	179	CGR1	-0.0478350620397935
317	FMT1	9	ADA2	0.0490661122513887
317	FMT1	870	RRP12	0.0724462522411627
317	FMT1	993	SPB1	0.168587176653567
348	GIT1	179	CGR1	0.0153666123961871
348	GIT1	993	SPB1	0.182279204373407
406	HOP1	9	ADA2	0.0661676940179676
406	HOP1	18	AIR1	-0.00649010629918583
407	HOS2	9	ADA2	-0.11920874709115
407	HOS2	993	SPB1	-0.245247828345927
571	MRPL4	993	SPB1	0.178249803435077
586	MSA1	993	SPB1	0.0389275510850594
589	MSH1	179	CGR1	-0.00162748397638371
590	MSH3	9	ADA2	-0.0130757621279025
590	MSH3	993	SPB1	-0.0884189453764807
600	MTR4	179	CGR1	-0.15316955284885
600	MTR4	1255	YOX1	0.00477709427897332
656	PAN1	993	SPB1	0.0751865555706698
689	PHO4	9	ADA2	0.0278141546216103
689	PHO4	993	SPB1	0.118509881043839
712	POL4	9	ADA2	-0.0481531323222036
712	POL4	993	SPB1	-0.128246975791136
726	PPR1	179	CGR1	-0.107096889365072
726	PPR1	993	SPB1	-0.0171865460301153
771	PUT4	993	SPB1	0.00825300934316674
827	RPA12	9	ADA2	0.0263639794030536
827	RPA12	993	SPB1	0.194852772464642
829	RPA43	179	CGR1	-0.109936557225412
870	RRP12	9	ADA2	-0.189481327515675
870	RRP12	179	CGR1	-0.200604169390531
870	RRP12	317	FMT1	0.0724468719245003
870	RRP12	993	SPB1	-0.309241115609116
870	RRP12	1255	YOX1	0.069222261864226
981	SNU66	179	CGR1	-0.055473569459525
981	SNU66	993	SPB1	-0.170249166107625
993	SPB1	9	ADA2	-0.437593934003758
993	SPB1	18	AIR1	0.0142009998623659
993	SPB1	80	ATG17	-0.0944070155098006
993	SPB1	179	CGR1	-0.225452471263828
993	SPB1	229	DAD2	-0.0162265008562453
993	SPB1	231	DAK2	0.190516361581694
993	SPB1	237	DBP7	-0.102301267416329
993	SPB1	248	DIM1	-0.0543693866226569
993	SPB1	317	FMT1	0.168586792761825
993	SPB1	348	GIT1	0.182279085313972
993	SPB1	407	HOS2	-0.245247746561111
993	SPB1	571	MRPL4	0.178249722326572
993	SPB1	586	MSA1	0.0389275452156315
993	SPB1	590	MSH3	-0.0884189127987393
993	SPB1	656	PAN1	0.07518654361524
993	SPB1	689	PHO4	0.118509851793523
993	SPB1	712	POL4	-0.128246965270321
993	SPB1	726	PPR1	-0.0171866952922628
993	SPB1	771	PUT4	0.00825300731395856
993	SPB1	827	RPA12	0.194852765545751
993	SPB1	870	RRP12	-0.309241589475565
993	SPB1	981	SNU66	-0.170249301317936
993	SPB1	1010	SPO20	-0.121786565033272
993	SPB1	1092	TEA1	0.174490055890338
993	SPB1	1245	VRP1	0.208482212992165
993	SPB1	1255	YOX1	0.0574780402618796
993	SPB1	1260	ZDS1	0.188286178304061
1010	SPO20	9	ADA2	-0.00130834872679462
1010	SPO20	993	SPB1	-0.121786694837435
1065	SWF1	179	CGR1	0.287326688517695
1065	SWF1	1255	YOX1	-0.00699942702119336
1092	TEA1	179	CGR1	0.0247422753506536
1092	TEA1	993	SPB1	0.174489895085215
1200	UTP13	179	CGR1	-0.0487934388035301
1245	VRP1	179	CGR1	0.151463069952688
1245	VRP1	993	SPB1	0.208481722342167
1255	YOX1	179	CGR1	0.23555972883314
1255	YOX1	600	MTR4	0.00477709238584999
1255	YOX1	870	RRP12	0.0692223888949102
1255	YOX1	993	SPB1	0.0574779323788815
1255	YOX1	1065	SWF1	-0.00699943592367138
1260	ZDS1	179	CGR1	0.0800752563031723
1260	ZDS1	993	SPB1	0.18828609983925
