,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
SPAC1071.03c,4.4772,3.7523,3.6385,3.7094,4.7028,4.1856,3.5758,3.3684,4.5441,5.0269,4.2961
SPAC1071.05,1.724,1.006,1.3241,1.1328,2.1975,1.5845,1.0649,1.1068,1.8149,1.3461,0.9878
SPAC1071.09c,2.6417,2.3984,2.4586,2.235,1.9825,1.5094,1.6178,1.8635,2.111,2.0426,2.2486
SPAC1071.11,1.0653,1.1015,0.6714,0.7478,0.7754,0.607,0.7671,1.491,0.9462,1.0657,1.1957
SPAC1093.02,7.1393,5.637,8.6286,8.0702,7.0537,7.5877,8.597,8.4723,9.2895,7.5725,6.8783
SPAC1093.03,0.4772,0.5261,0.4121,0.4465,0.7146,0.537,0.5997,0.4707,0.6498,0.4548,0.3831
SPAC1093.04c,1.1748,1.2752,0.838,1.0679,1.242,0.9815,1.0439,0.815,1.4672,1.152,0.8777
SPAC1093.05,2.1215,2.3943,1.3156,1.2773,0.9782,0.6144,0.819,1.3111,1.4325,1.9809,2.142
SPAC10F6.04,1.9009,2.0325,2.1367,1.7674,1.4017,1.4511,1.7788,2.0312,1.8428,1.7317,2.0326
SPAC10F6.10,2.0665,2.14,1.3273,1.2193,0.7184,0.4703,0.7121,1.0142,1.5827,1.6987,1.7387
SPAC10F6.13c,7.6903,6.7116,8.5826,9.505,13.9623,17.1341,16.6199,17.6994,15.1921,11.1016,10.6356
SPAC10F6.14c,2.7853,2.7502,2.5826,2.9624,4.1548,3.6526,3.5327,2.8545,3.6956,2.9807,2.433
SPAC10F6.15,0.0404,0.121,0.0489,0.1289,0.1569,0.0607,0.0663,0.0903,0.0994,0.1329,0.0562
SPAC10F6.17c,2.4071,2.6192,2.3292,2.8456,2.7948,2.5377,2.571,2.6856,2.5143,2.3201,2.9179
SPAC1142.01,2.2549,1.9861,2.4379,2.0359,2.7488,2.6217,2.531,2.176,2.4436,1.9686,2.1421
SPAC1142.02c,5.9526,7.8127,5.6539,7.686,6.5717,4.7698,4.837,7.3354,6.4201,6.7613,7.8203
SPAC1142.04,4.3887,4.3786,3.0505,2.6776,2.083,1.3487,1.4561,2.1565,3.1602,4.2278,4.1699
SPAC1142.09,0.1066,0.1822,0.127,0.1733,0.197,0.1107,0.1629,0.1119,0.0805,0.0812,0.0802
SPAC11D3.01c,1.9069,1.4307,2.1948,2.2478,6.0391,19.7609,24.4965,23.7537,26.4675,17.1551,7.4663
SPAC11D3.02c,4.4764,4.6807,4.0214,4.505,5.3426,5.2561,5.6162,6.673,6.9276,5.9768,5.3029
SPAC11D3.03c,0.1674,0.3196,0.1567,0.3252,0.3951,0.1684,0.1872,0.2862,0.2097,0.2408,0.3182
SPAC11D3.04c,7.744,7.2324,7.6433,6.8174,5.349,5.4933,5.2457,3.2771,3.7266,6.2499,6.5414
SPAC11D3.06,0.9049,0.7038,0.7513,0.6875,0.8358,0.6271,0.6069,0.5868,0.6623,0.7512,0.9491
SPAC11D3.07c,0.2375,0.2337,0.2769,0.2761,0.5086,0.449,0.3738,0.2101,0.2734,0.1959,0.2151
SPAC11D3.08c,0.9915,0.8843,1.2758,1.1895,1.5141,1.4051,1.3536,0.8101,0.9217,0.6524,0.7438
SPAC11D3.09,0.3242,0.5813,1.2122,1.5975,2.4652,2.0537,2.1753,1.6838,1.0375,0.6988,0.549
SPAC11D3.10,0.539,0.527,0.4875,0.5693,0.4538,0.5081,0.4735,0.6091,0.478,0.5588,0.58
SPAC11D3.11c,0.705,0.7473,0.8919,0.9573,1.3715,0.9318,0.9022,0.684,0.6914,0.5623,0.7591
SPAC11D3.13,2.7656,8.0039,9.8608,7.8024,7.277,17.4238,20.8817,10.3808,6.9515,4.6084,3.5335
SPAC11D3.14c,0.1913,0.2003,0.1245,0.231,0.1889,0.0616,0.1103,0.1849,0.1733,0.1691,0.2561
SPAC11D3.15,1.4033,1.0344,1.1596,0.9583,0.835,0.936,1.0376,0.9832,0.9623,0.7454,1.0212
SPAC11D3.16c,1.9782,2.1057,2.0963,3.1756,3.5873,3.195,3.4309,5.8588,4.2138,3.3838,3.372
SPAC11D3.17,0.2405,0.2659,0.2479,0.3925,0.6812,0.3844,0.3513,0.3149,0.3782,0.2745,0.2388
SPAC11D3.18c,0.4536,0.7476,0.462,0.6817,1.0259,0.663,0.5606,0.8118,0.7395,0.7961,0.7368
SPAC11E3.02c,1.5901,1.6592,1.817,1.9688,2.5635,2.6216,2.4921,1.6737,1.47,1.5279,1.4876
SPAC11E3.05,0.9931,0.8384,1.1154,0.9698,1.2754,1.309,1.4124,1.1747,1.0566,0.8701,1.0664
SPAC11E3.10,6.6689,6.16,6.3082,6.1311,5.2124,5.709,6.3413,6.6711,6.8173,6.8706,6.0096
SPAC11E3.11c,1.0616,1.0411,0.8207,0.9244,0.9941,0.9023,0.8368,0.9802,0.8375,0.9402,1.1748
SPAC11E3.12,1.4601,1.4475,1.5364,1.4549,1.0845,1.0516,1.3374,1.2263,1.2794,1.3004,1.4746
SPAC11E3.14,1.6096,2.0139,3.2943,3.3219,4.0674,4.4355,4.1591,2.2127,1.7297,1.4938,1.4994
SPAC11G7.01,0.3149,0.1332,0.1993,0.1505,0.286,0.1539,0.108,0.0873,0.2841,0.1847,0.0578
SPAC11G7.05c,1.5958,1.3354,1.2754,1.1237,0.8486,0.9899,1.1508,1.4836,1.7994,2.586,1.8818
SPAC11H11.03c,1.5377,1.3361,1.0357,0.9785,0.8327,0.8073,1.0366,1.3469,1.5089,1.5878,1.4542
SPAC1296.01c,2.7294,2.2547,2.7712,2.3009,2.7579,3.1229,2.5855,2.0483,2.4048,2.1393,2.1405
SPAC1296.05c,4.1981,3.8776,3.513,3.3437,2.428,2.4446,2.807,3.5369,3.5213,3.9964,4.402
SPAC12B10.01c,1.8449,1.4031,1.7532,1.7316,3.1599,3.1189,3.0167,1.8899,1.9882,1.4237,1.5608
SPAC12B10.02c,8.8561,9.5948,9.4613,9.9893,10.2623,10.8427,10.2188,9.7024,9.5903,10.4166,9.9213
SPAC12B10.04,3.3297,2.7183,2.8215,2.0515,1.4329,2.0883,2.5723,2.4637,2.8325,3.368,3.1009
SPAC12B10.06c,3.3806,3.1942,3.3484,2.9732,2.6449,3.4198,3.7637,2.8484,3.7878,3.3993,2.818
SPAC12B10.08c,0.3922,0.4448,0.3593,0.3672,0.3786,0.2652,0.3796,0.3846,0.327,0.4029,0.4184
SPAC12B10.09,2.7208,3.7896,2.5058,3.3767,2.4307,1.5569,1.7535,2.5514,2.5354,2.7074,2.8677
SPAC12B10.10,0.0684,0.1157,0.0631,0.0983,0.0749,0.0407,0.0843,0.064,0.0488,0.0572,0.0445
SPAC12B10.13,1.0561,1.0704,1.1472,1.4232,1.632,1.748,1.9915,1.3034,1.2455,1.1301,0.9453
SPAC12B10.15c,0.2791,0.2635,0.2528,0.2773,0.1635,0.182,0.2583,0.2962,0.33,0.3004,0.2656
SPAC12G12.01c,1.2905,1.0163,1.1519,0.9651,1.0716,1.1419,1.1462,0.9973,1.2971,1.2585,1.1461
SPAC12G12.02,5.0176,5.2274,2.8264,2.6693,1.4061,1.1911,1.7716,2.9213,3.2563,4.9095,5.2674
SPAC12G12.06c,3.8206,2.366,3.029,2.3051,2.0672,1.3605,1.3869,1.8152,3.1522,3.6596,3.6228
SPAC12G12.07c,5.0205,3.6197,5.1995,4.4183,4.6799,4.8118,4.3927,4.4193,5.3137,5.0564,5.4947
SPAC12G12.09,0.1074,0.1486,0.0815,0.0936,0.1784,0.1039,0.1266,0.097,0.1161,0.1107,0.0541
SPAC12G12.11c,3.8349,2.855,4.1532,3.7702,4.3961,5.5786,5.2873,4.1312,4.4005,4.6612,3.9644
SPAC12G12.12,2.6353,2.9292,3.2082,4.271,5.3309,6.2912,6.1225,4.3904,3.3073,3.1403,3.6879
SPAC12G12.16c,0.8035,0.8464,0.8911,0.965,1.2452,2.4667,2.0825,0.5883,0.981,0.8574,0.5375
SPAC1327.01c,1.0869,1.0703,0.8477,0.7946,0.7404,0.7876,0.818,1.0287,0.9252,0.9134,1.0326
SPAC139.01c,1.0879,0.9922,1.1655,0.9787,1.3501,0.9329,0.893,0.8354,0.9754,0.8762,1.0066
SPAC139.03,0.5024,0.375,0.5703,0.5347,0.6998,0.6134,0.5651,0.46,0.5052,0.4498,0.5319
SPAC139.05,0.3499,0.9294,7.426,2.4147,5.7099,19.166,21.9612,3.4849,2.192,0.3406,0.2587
SPAC1399.01c,0.7093,1.5979,0.9855,0.9851,1.7324,1.651,1.7838,1.4116,0.94,0.8282,0.947
SPAC1399.02,0.2287,0.2352,0.1578,0.2151,0.2807,0.1885,0.2512,0.2539,0.2597,0.2267,0.2282
SPAC1399.04c,2.0271,2.1862,3.4715,7.3264,7.7377,2.7017,1.6759,1.336,1.0951,1.0036,1.6873
SPAC1399.05c,0.1276,0.1002,0.1142,0.0861,0.2004,0.1372,0.1489,0.0692,0.1455,0.0976,0.1007
SPAC13A11.05,2.995,2.5108,3.1641,3.0091,4.9853,4.3862,3.4853,3.4556,4.2755,3.0175,3.0376
SPAC13A11.06,0.6006,0.6087,0.5633,0.5962,0.5681,0.4515,0.5658,0.599,0.5633,0.6277,0.6682
SPAC13C5.01c,7.8917,8.7416,8.9966,10.3223,8.9267,10.8051,11.3623,10.1011,8.1053,7.601,7.9659
SPAC13C5.04,2.6252,3.5036,7.5037,6.4893,7.8816,17.5249,24.2775,11.7254,9.1872,4.4507,2.7117
SPAC13C5.05c,1.843,1.4729,1.7682,1.5796,1.8262,1.5888,1.7078,1.6131,1.6519,1.2756,2.018
SPAC13F5.04c,0.0184,0.0256,0.0158,0.0158,0.0222,0.0173,0.0194,0.0224,0.015,0.0258,0.0155
SPAC13F5.05,1.509,1.4969,2.0865,1.6208,1.4514,1.6415,1.5387,1.0199,2.3914,2.301,1.2108
SPAC13F5.07c,0.2973,0.223,0.4412,0.4095,0.6267,1.1285,1.5233,0.5676,0.4015,0.2048,0.2428
SPAC13G6.08,0.6133,0.8449,0.4473,0.482,0.4993,0.3645,0.3885,0.6921,0.5075,0.7922,0.8015
SPAC13G6.09,2.9639,2.6858,2.5638,2.1646,1.5151,1.6912,2.2851,3.2183,2.9753,3.345,3.572
SPAC13G6.13,0.0257,0.0255,0.0201,0.0282,0.0255,0.0173,0.0234,0.0225,0.0232,0.0255,0.023
SPAC13G6.15c,1.5255,1.1722,1.6249,1.2263,3.6539,3.7183,3.136,2.2879,1.5885,1.9144,1.9339
SPAC13G7.09c,1.3417,1.443,1.2373,1.2448,0.8643,0.9863,1.0909,1.112,1.0782,1.3126,1.222
SPAC13G7.11,2.6829,2.7025,3.1675,3.4832,4.214,4.5266,3.9388,2.5814,2.6961,2.4111,2.3216
SPAC13G7.12c,0.9504,0.7569,0.9355,0.8228,1.2574,0.9037,0.6623,0.5381,0.8028,0.6914,0.9303
SPAC140.04,0.654,0.6435,0.8154,0.6362,0.3466,0.4863,0.7228,0.5029,0.6055,0.533,0.4265
SPAC1420.01c,1.6538,1.2992,1.3315,1.1043,1.5313,1.3034,1.411,1.2812,1.8374,1.2635,1.3523
SPAC144.01,3.247,3.9667,1.8358,1.9812,1.0945,1.0128,1.422,1.9667,2.2963,3.8682,3.3671
SPAC144.05,1.5109,1.3111,1.4857,1.3469,1.4466,1.3062,1.5253,1.5044,1.6452,1.6798,1.5594
SPAC144.07c,2.5454,1.6017,2.5316,1.6912,1.7931,1.9218,2.1678,1.7422,2.4469,2.9483,2.2782
SPAC144.08,1.3979,0.8577,1.0784,0.6714,1.0597,1.3086,1.4609,0.9682,1.6893,1.4553,1.1664
SPAC144.12,8.5423,7.852,8.0817,6.981,6.1346,4.1161,3.4016,4.9721,8.1275,7.8126,7.4851
SPAC144.16,5.082,5.0157,5.2331,5.4721,4.9392,4.8778,5.8132,5.5919,5.3821,5.4074,5.1048
SPAC144.17c,1.5997,1.1701,1.478,1.1366,1.5947,1.9657,1.9122,1.223,1.6878,1.2717,1.2143
SPAC1486.01,10.8671,9.0657,12.3083,10.2247,9.1936,12.4046,15.1427,12.2254,11.6587,9.7734,9.9993
SPAC1486.03c,1.6925,1.8465,1.943,2.0316,2.2983,1.5903,1.6346,1.4836,1.3772,1.2963,1.4906
SPAC1486.06,2.4941,1.9128,2.2639,2.1125,2.0302,2.2632,2.116,1.7016,2.6228,2.4596,1.7183
SPAC1486.08,3.4777,3.4364,3.02,2.7752,2.5196,2.9738,3.4517,3.091,3.5087,3.4423,2.7257
SPAC1486.09,5.9513,4.7322,3.309,2.5817,1.9543,1.8696,2.3035,4.4742,4.402,7.9449,8.0524
SPAC14C4.01c,0.4052,0.7374,0.4125,0.898,0.9722,1.69,2.1446,3.262,1.4174,0.8372,0.5472
SPAC14C4.06c,1.6914,1.0982,2.1215,1.7881,2.2999,2.3587,2.1518,1.6492,1.7749,1.4985,1.8234
SPAC14C4.07,1.6226,1.3477,2.1316,1.9878,2.9648,4.4594,3.8584,2.5057,2.0697,1.5525,1.5531
SPAC14C4.09,3.7477,2.5109,2.6843,2.285,1.6874,0.4699,0.3932,0.752,1.7931,1.8481,2.289
SPAC14C4.10c,0.7739,0.6357,0.929,0.8066,0.9441,1.3533,1.348,1.156,1.0837,1.099,0.9982
SPAC14C4.11,2.5149,2.644,2.0032,2.1598,2.4215,1.6509,1.6115,2.4857,2.8632,3.0851,3.0788
SPAC14C4.15c,1.5456,1.3076,1.4173,1.1181,1.2952,1.2377,1.1837,0.9438,1.0354,1.0605,1.2656
SPAC1527.03,3.4096,3.6098,2.2484,2.3232,2.2684,1.3728,1.5004,2.0013,2.9377,3.8862,3.4505
SPAC1565.01,2.1637,1.8511,2.0363,2.0042,2.6095,2.2737,2.3761,3.5803,2.521,2.2557,3.3736
SPAC1565.02c,0.8333,0.9043,0.6735,0.741,0.6111,0.5284,0.7541,0.9369,0.754,0.7444,0.9814
SPAC1565.03,0.5245,0.5348,0.4182,0.4222,0.4105,0.2715,0.2628,0.4172,0.4397,0.6369,0.7202
SPAC1565.05,4.4819,3.5766,2.6828,2.0438,1.9068,1.3073,1.6615,2.3772,3.5226,4.0307,4.1474
SPAC1565.07c,0.5487,0.5997,0.5297,0.6,0.7585,0.6007,0.6817,0.5672,0.7363,0.5474,0.5672
SPAC15A10.06,1.0597,1.1434,0.9892,0.9785,1.3104,1.3307,1.3651,1.0411,1.1437,0.814,0.8782
SPAC15A10.07,2.6015,2.0311,2.8069,2.1076,1.8356,2.6909,3.3762,2.7325,2.6141,2.9127,2.5018
SPAC15A10.09c,3.7049,1.514,2.6633,1.5735,1.435,1.1155,1.3328,1.5849,3.3268,3.3155,3.5645
SPAC15A10.12c,3.4813,3.6479,3.7179,4.0526,3.5994,5.9192,7.3335,4.3618,3.6732,3.5974,3.5316
SPAC15E1.02c,0.882,1.7801,3.539,4.756,10.9815,24.4243,30.1039,18.2373,16.4471,7.0657,3.0336
SPAC15E1.04,2.2891,1.8558,2.5466,2.2632,3.4362,3.6539,2.9305,2.4285,2.6641,1.6739,2.1503
SPAC15E1.05c,2.4954,2.5289,2.3774,2.4241,2.0641,2.0103,2.1863,2.9643,3.1036,2.7393,2.8247
SPAC15E1.10,1.3406,1.156,2.2123,1.8501,2.6488,3.6979,4.2505,2.7869,2.5304,1.9702,1.5414
SPAC15F9.01c,0.2177,0.2942,0.2594,0.2929,0.2689,0.2109,0.3026,0.2113,0.2053,0.2612,0.3
SPAC1610.01,1.9978,1.81,1.7745,1.8764,1.3586,1.3266,1.5652,1.842,1.9099,2.1001,1.824
SPAC1610.02c,4.1034,4.0969,3.6967,4.1974,4.5709,3.2479,3.3184,4.3154,3.7697,4.4279,4.7843
SPAC1635.01,8.9734,10.1272,9.3125,11.2112,10.1541,11.9038,11.9086,12.9951,10.5058,9.9269,8.7245
SPAC1639.01c,6.8288,4.1053,6.1919,4.918,8.0951,6.1508,5.8614,4.3044,5.4723,5.7132,6.3923
SPAC167.05,0.908,0.7462,0.9058,0.9013,1.8789,1.93,1.5903,1.049,1.2039,0.6462,0.7448
SPAC167.07c,0.8071,0.8196,0.9627,1.0196,1.7563,1.9149,1.8742,1.3698,1.2993,0.9611,0.8733
SPAC1687.02,0.7815,0.4912,0.6927,0.6189,0.6732,0.9126,0.9653,1.0805,0.8469,0.8532,1.0345
SPAC1687.07,1.2816,1.0206,1.6252,1.1848,2.1879,3.5932,3.188,1.5612,1.3963,1.407,0.7413
SPAC1687.08,1.483,1.5225,1.817,1.7039,2.6311,2.8368,2.2295,1.1317,1.2591,1.6162,1.0555
SPAC1687.09,2.2103,2.5106,2.1033,2.5962,3.9749,2.2291,2.3403,1.898,1.8828,1.3786,1.8056
SPAC1687.14c,1.1076,1.365,2.2,2.1772,2.2192,2.7974,3.0172,1.3043,1.3135,1.0997,0.884
SPAC1687.17c,5.6846,4.1038,4.9879,3.5439,3.5271,4.4353,5.4493,4.1352,4.8563,5.1455,4.3374
SPAC1687.19c,2.7688,3.1009,2.0788,2.1747,1.462,1.0458,1.1525,2.3514,2.1859,2.6091,3.5289
SPAC1687.21,11.5341,9.9504,11.2158,9.6126,8.5203,10.0726,12.3818,10.9794,12.6903,13.1491,11.7027
SPAC1687.23c,0.0452,0.0512,0.0532,0.0475,0.0593,0.0553,0.0561,0.0392,0.0535,0.0476,0.0281
SPAC16A10.01,0.9497,0.9158,2.6586,2.1065,3.0154,3.4402,2.7517,1.1118,1.1445,0.7293,0.6701
SPAC16A10.03c,0.4248,0.2629,0.3444,0.3109,0.4231,0.4847,0.4532,0.2712,0.5218,0.4075,0.2802
SPAC16C9.01c,0.851,0.8714,1.1748,1.2828,1.2888,1.5628,1.5947,1.301,0.9393,0.7512,0.8429
SPAC16C9.02c,10.7948,11.5583,9.5029,11.1878,7.6988,4.3714,4.1746,7.0294,7.8906,11.2897,13.6085
SPAC16E8.02,1.2135,1.2191,1.6338,1.6748,1.7569,3.3109,3.9785,3.2828,1.9484,1.5733,1.4536
SPAC16E8.04c,4.6273,4.4639,4.5029,4.7555,4.6126,5.0546,5.3071,5.6135,5.3269,5.6963,5.0863
SPAC16E8.08,0.9265,0.6681,0.4943,0.5867,0.7639,0.8679,0.8931,1.1698,0.9889,1.566,1.1425
SPAC16E8.10c,5.8105,4.9547,5.6828,4.97,4.0989,4.2449,5.2026,4.5816,4.8414,5.3266,5.1106
SPAC16E8.12c,1.6221,0.8848,1.1551,0.7212,0.8554,1.0823,1.1935,1.1367,1.486,1.7391,1.4893
SPAC16E8.13,2.0319,2.0472,2.1573,2.3478,2.9069,2.4848,2.7189,2.1292,1.8707,1.6321,1.6727
SPAC16E8.16,2.304,1.5338,2.9785,2.1804,3.1719,4.5882,4.3541,2.2747,3.5328,3.0457,2.1493
SPAC16E8.17c,2.3527,2.8624,2.3967,2.6412,2.2232,1.757,1.8392,2.9336,2.408,2.1139,2.8323
SPAC16E8.18,1.7711,1.2903,1.2925,0.9219,0.9038,1.2433,1.1538,1.0962,1.493,1.9557,1.445
SPAC1705.02,11.8338,11.238,10.4651,10.7964,10.7513,12.1024,13.3134,10.4695,12.1223,13.0568,12.1279
SPAC1751.03,10.8176,11.9634,9.4357,11.7001,8.6133,6.5707,6.3681,8.893,8.6098,10.7011,13.1531
SPAC1751.04,0.1731,0.2025,0.0849,0.1284,0.1056,0.0905,0.1238,0.1532,0.1662,0.1743,0.1804
SPAC1782.02c,5.6903,7.1924,4.6434,5.4159,3.9714,2.578,2.3967,3.3786,3.2416,4.8597,4.619
SPAC1782.05,1.9359,1.5894,1.9786,2.069,1.7155,2.1098,2.3424,2.319,2.0859,2.0499,2.106
SPAC1782.12c,1.0031,0.8691,1.1951,1.1059,1.2024,2.1608,2.7666,2.2692,1.708,1.1186,0.9661
SPAC1783.01,1.0271,0.7318,1.3397,0.9758,1.3897,1.6323,1.4789,0.6543,0.7159,0.5615,0.7813
SPAC1786.01c,2.6326,2.2912,4.929,2.9174,4.0963,5.736,5.7358,3.2604,3.8771,1.6511,1.8442
SPAC1786.02,5.3076,5.744,4.5624,5.2165,4.3823,3.3875,3.8942,4.9039,3.8889,3.7397,7.2572
SPAC1786.04,0.0608,0.0729,0.0703,0.0568,0.0548,0.0397,0.057,0.0587,0.054,0.0518,0.0504
SPAC17A2.02c,5.6831,3.9152,5.6493,4.0962,5.122,7.425,7.1412,7.167,8.8048,6.5104,5.5924
SPAC17A2.07c,0.1107,0.1265,0.0818,0.0956,0.1679,0.1654,0.3018,0.4204,0.2927,0.2688,0.1768
SPAC17A2.08c,0.7255,0.6633,0.7467,0.5539,0.4522,0.5363,0.645,0.6003,0.6141,0.643,0.6892
SPAC17A2.10c,0.0607,0.082,0.05,0.069,0.0771,0.0514,0.0499,0.0978,0.0804,0.1436,0.158
SPAC17A2.11,0.0263,0.0288,0.0186,0.0255,0.026,0.0287,0.0222,0.0345,0.0251,0.0383,0.0313
SPAC17A2.12,1.5366,1.2377,1.171,1.0649,1.0048,0.8807,1.0536,1.0423,0.9949,1.3138,1.2962
SPAC17A2.14,0.85,0.9205,0.8035,0.8271,1.3227,0.9508,0.8536,0.7705,0.922,0.7353,0.8956
SPAC17A2.15,0.2272,0.225,0.1663,0.1976,0.2003,0.1761,0.1748,0.2333,0.1992,0.2351,0.2074
SPAC17A5.05c,0.2056,0.263,0.1578,0.2378,0.3043,0.2105,0.2516,0.299,0.3157,0.2914,0.2539
SPAC17A5.08,8.7535,8.1967,8.4782,8.621,8.3635,9.965,10.7523,9.1379,9.5479,8.8131,8.1664
SPAC17A5.09c,1.0942,1.1544,1.075,1.4807,1.0098,0.8838,0.8326,1.25,1.1062,1.249,1.4098
SPAC17A5.10,0.5749,0.3041,0.9061,0.5416,0.7738,1.2936,1.1979,0.4192,0.7074,0.4942,0.2991
SPAC17A5.13,3.7672,2.3154,3.0827,2.2755,2.5192,2.9305,2.8892,3.019,3.5785,4.7112,3.6826
SPAC17A5.15c,9.3331,10.5379,9.1305,8.305,10.568,6.6655,5.6787,6.2155,8.3103,7.4618,9.2714
SPAC17C9.11c,2.4285,3.5567,4.2195,4.4891,6.3901,6.3772,7.0494,4.8723,3.3528,2.4726,2.5372
SPAC17C9.12,5.3969,6.9271,7.2956,8.4543,8.9727,9.6407,9.6277,6.9893,4.9683,3.7822,4.803
SPAC17C9.14,4.2679,4.6353,4.3162,4.57,3.7222,3.257,3.4305,3.3189,3.6221,4.1485,3.706
SPAC17C9.15c,1.8722,2.2346,1.4431,1.8035,1.0955,1.1576,1.3917,1.8522,1.4892,2.1182,2.2916
SPAC17C9.16c,1.1953,0.7976,0.9844,0.7768,0.7332,0.5494,0.5915,0.6883,0.8986,0.7847,1.1207
SPAC17D4.04,2.4359,2.6589,2.0783,2.1905,2.2967,1.4556,1.3132,1.5526,2.1013,2.0935,2.34
SPAC17G6.03,0.4877,0.4982,0.681,0.7497,1.1183,1.0946,0.9935,0.7972,0.85,0.5201,0.5294
SPAC17G6.05c,0.0549,0.0764,0.0513,0.076,0.0641,0.0672,0.0786,0.0615,0.0774,0.0469,0.0502
SPAC17G6.07c,5.8496,5.5756,5.8385,5.7404,4.5242,6.1659,7.4326,5.2488,5.4228,6.356,5.7038
SPAC17G6.11c,2.4145,2.7826,1.9982,2.5445,2.3234,1.0769,1.0451,1.778,2.3443,2.4304,2.7147
SPAC17G6.15c,4.8914,5.091,4.2571,5.2644,5.2496,3.1251,2.9253,5.2219,4.5406,5.5381,6.8976
SPAC17G8.02,1.8552,2.286,1.986,2.4721,2.319,1.5194,1.3689,2.4363,1.9828,2.4164,2.9233
SPAC17G8.06c,6.6887,7.0526,6.5044,6.5409,6.2004,3.7505,3.007,5.5105,6.8798,6.635,8.3497
SPAC17G8.08c,9.6572,9.7084,9.0224,7.8718,4.1462,1.699,2.1713,6.6533,8.0631,10.0937,10.5372
SPAC17G8.12,0.2006,0.1494,0.2038,0.2448,0.3318,0.3469,0.3038,0.2474,0.2696,0.1732,0.1998
SPAC17H9.02,1.1203,1.1294,1.0841,1.257,1.3545,0.9941,0.9359,0.961,0.9651,1.0025,1.3656
SPAC17H9.04c,2.6005,2.2171,1.4866,1.0345,1.0047,0.8312,0.7824,1.1428,1.3316,1.9679,2.6804
SPAC17H9.06c,0.7121,0.4257,0.625,0.43,0.7804,0.6846,0.8093,0.4884,0.843,0.5693,0.5148
SPAC17H9.07,4.8624,5.5864,4.2426,4.6532,4.0931,3.593,4.1786,4.2018,4.6701,4.7727,4.371
SPAC17H9.08,1.3932,1.0502,0.9996,0.6901,1.0512,0.911,0.9982,0.9624,1.5724,1.7348,1.2067
SPAC17H9.12c,5.8971,6.7786,5.7259,6.7611,5.238,2.86,3.3753,5.7384,6.4504,6.9623,7.4309
SPAC17H9.13c,2.2169,1.525,2.2678,1.847,2.9271,2.9177,2.7305,1.9794,2.4138,2.1316,2.2762
SPAC17H9.14c,13.4124,14.2581,12.6099,15.1714,15.59,17.4738,17.813,17.3268,14.8905,15.4822,14.6584
SPAC17H9.18c,0.1289,0.211,0.1577,0.2137,0.3231,0.2327,0.297,0.2085,0.1975,0.2087,0.2072
SPAC1805.02c,6.0732,7.4758,5.5051,6.5687,5.0562,5.5697,5.8775,6.6803,6.5878,8.7525,6.9163
SPAC1805.10,0.8549,0.7498,0.8538,0.847,1.0457,0.7723,0.8786,0.8285,0.8921,0.6613,0.7683
SPAC1805.14,2.29,2.5629,1.6577,2.7754,2.5188,1.8292,1.6942,2.2336,2.1936,2.6463,3.0992
SPAC1805.16c,3.4343,2.2742,3.7881,3.3016,5.3801,5.3309,4.8713,4.509,5.7604,4.6948,4.2402
SPAC1834.10c,6.4438,5.8617,5.7394,5.3773,4.4619,4.1623,4.4122,4.3338,5.5087,5.8644,5.6578
SPAC186.01,0.2559,0.3489,0.1682,0.3322,0.511,0.1237,0.1542,0.234,0.1626,0.343,0.5337
SPAC186.02c,0.1195,0.1293,0.121,0.1242,0.4234,0.7422,0.8569,0.6044,0.2175,0.1636,0.0715
SPAC186.04c,0.1656,0.4841,0.3655,0.6753,1.5184,1.5496,1.3171,0.5937,0.3258,0.2511,0.2273
SPAC186.05c,1.0134,0.7435,1.0541,1.0874,1.9645,2.6362,2.5581,2.0312,1.8187,1.7019,1.4379
SPAC186.06,0.1183,0.1785,0.3156,1.6483,4.9034,2.0365,1.3188,1.0446,0.6951,0.4257,0.3529
SPAC186.07c,0.0194,0.0184,0.0173,0.0271,0.0466,0.0238,0.0251,0.0321,0.0212,0.0191,0.0143
SPAC186.08c,0.0576,0.2716,0.082,0.2391,0.383,0.3488,0.3474,0.4663,0.169,0.1563,0.0856
SPAC186.09,0.0698,0.1359,0.0542,0.1501,0.2903,0.1794,0.1811,0.1949,0.0865,0.0724,0.0728
SPAC18B11.02c,3.7527,3.9337,2.7559,3.0535,2.181,1.1888,1.2745,2.95,2.6869,3.2292,5.0073
SPAC18B11.03c,0.6992,0.7034,0.5755,0.7269,0.9639,0.5392,0.5197,0.7089,0.8948,1.0014,0.8335
SPAC18B11.06,5.8771,6.4146,2.4921,3.098,2.0148,1.8078,2.2195,4.2851,4.3302,8.1563,8.5819
SPAC18B11.08c,11.5245,11.791,11.2549,11.1085,10.2238,10.6634,11.0862,10.0906,10.9961,12.1549,11.6949
SPAC18B11.09c,1.7818,1.6885,2.9268,2.61,2.2578,4.7443,5.2441,2.0432,1.4279,1.6767,1.4315
SPAC18B11.11,0.9377,0.8721,0.852,0.9317,1.0909,0.929,0.8755,0.9592,0.8921,0.8656,0.9754
SPAC18G6.01c,0.6858,0.4461,0.8284,0.6341,0.6574,1.2414,1.4939,1.1867,1.0099,0.8646,0.8927
