,GSM12087,GSM12094,GSM12183,GSM12184,GSM12185,GSM12186,GSM12187,GSM12188,GSM12189,GSM12190
PPIA,97.872475,97.872475,103.8134,101.922195,98.1318,110.46824,109.46484,139.7234,110.2309,101.08101
PPIB,77.448555,77.448555,80.99547,96.22011,94.733635,87.51361,76.094025,96.91256,64.67382,55.243843
PPIC,1.8487247,1.8487247,1.7028985,1.9326376,1.8543779,1.7912886,1.7891037,1.8726237,1.6995708,1.4694202
PPID,2.2818822265,2.2818822265,1.372735453,1.890417432,1.36820278,1.66197828,1.3229349385,4.425380245,1.213733855,2.54487679
PPIE,2.3175023,2.3175023,2.24033806666667,2.07938023333333,2.21382486666667,2.53297033333333,2.32630343333333,2.48859333333333,2.50872673333333,2.40031763333333
PPIF,8.664028,8.664028,9.024456,8.22296,8.280185,8.599819,8.24956,7.201521,7.6454935,7.542494
PPIG,1.2902375,1.2902375,1.201087,1.5275142,1.5760368,1.9355718,1.5377855,1.829848,1.4686695,1.5472597
PPIH,3.8707125,3.8707125,4.60779,5.0237193,5.8460827,5.2504535,4.841828,3.3231943,3.695279,2.8014297
PPIL2,1.83318686666667,1.83318686666667,1.73037443333333,1.89089186666667,1.8067589,1.85874166666667,1.82132408666667,2.36438539333333,1.94706721,1.46412491333333
PPIL6,0.3403694,0.3403694,0.33876812,0.16223909,0.26635945,0.47912887,0.3857645,0.27376428,0.21287553,0.2525814
PPIP5K1,1.8918207,1.8918207,1.4764493,1.7030361,1.1677419,1.6597096,1.6036906,1.6112168,1.9081545,1.0492455
PPIP5K2,0.30870712,0.30870712,0.852355,0.62333965,0.6764977,0.9800363,0.39015818,0.42965782,0.21201718,0.32644954
PPL,2.7537382,2.7537382,2.499094,2.9212523,2.5880184,3.1061707,2.8145869,3.241445,3.0566523,2.743447
PPM1A,1.15801823333333,1.15801823333333,1.33514486666667,1.78051863333333,1.70691243333333,1.438294,1.2478031,1.28865659,1.31101575333333,1.12787928
PPM1B,0.46701849,0.46701849,0.5507246,0.3643264,0.5262673,0.38656986,0.5782074,0.6920153,0.35364807,0.3026211
PPM1D,1.1829376,1.1829376,3.1476448,6.7039847,5.04977,2.7032669,2.326889,2.396388,2.0669527,1.4273232
PPM1E,0.5883905,0.5883905,0.92663044,0.8406072,0.9087557,0.9764066,0.6247803,0.94011414,0.96480685,1.517077
PPM1F,2.2321901,2.2321901,2.4257245,2.2979128,3.124424,1.6442832,1.71529,2.4800382,2.4309013,1.598888
PPM1G,12.255938,12.255938,13.899456,13.170777,12.529954,14.0399275,13.153778,14.957225,11.437768,11.995234
PPM1H,3.3702729,3.3702729,3.32971,3.4971538,2.4986176,3.1923776,3.5474517,4.056084,2.7313306,2.8697376
PPOX,2.5848725,2.5848725,3.3541665,3.7855787,2.6801841,3.326679,2.8848855,3.7328901,2.9433477,3.3407466
PPP1CA,16.7634135,16.7634135,17.641756,21.4862435,18.0677415,19.793557,18.4789105,18.5066545,14.0613735,14.754566
PPP1CB,1.0070361,1.0070361,1.0842391,0.9411765,1.0617511,0.8321234,0.78558874,0.77186316,0.8377682,0.6902303
PPP1CC,9.889183,9.889183,10.798912,12.090134,12.693087,10.166062,10.366432,12.793727,11.619742,8.915012
PPP1R10,9.441513,9.441513,10.094203,9.643264,10.801844,11.64882,9.932338,8.889734,11.092704,9.493248
PPP1R11,10.350045,10.350045,11.335145,13.345351,13.011982,12.7785845,10.675747,11.126427,9.234335,8.263701
PPP1R12A,1.171504,1.171504,0.8152174,1.2087287,1.1336405,1.1306715,1.1001757,1.3602663,0.92875534,0.9142176
PPP1R12B,0.80474933,0.80474933,0.76449276,0.685009475,0.83594465,0.45281309,0.47188048,0.71815594,0.28412018,0.77760127
PPP1R13B,1.7475814,1.7475814,2.1630435,2.1442125,1.9410139,2.0208712,1.6362038,2.4524717,2.141631,1.7807783
PPP1R15A,1.1688654,1.1688654,1.9438406,1.6489564,1.9612904,1.5145191,1.8655536,1.7899241,1.8171674,1.533757
PPP1R16B,0.05628848,0.05628848,0.0634058,0.1337761,0.039631337,0.051724136,0.07820737,0.04372624,0.08240344,0.049245432
PPP1R1A,0.6279684,0.6279684,0.9637681,1.2779886,0.8110599,1.5390201,1.0123023,1.6891636,1.1613734,1.1064336
PPP1R2,1.11169747666667,1.11169747666667,1.39009656666667,1.31119553333333,1.38617513333333,1.42105266666667,1.22554188666667,0.940430966666667,1.01573681,1.1074927
PPP1R2P9,0.14599825,0.14599825,0.04347826,0.24383304,0.13732718,0.09346643,0.32688928,0.28041828,0.052360512,0.10722796
PPP1R3A,0.06596306,0.06596306,0.06884058,0.32827324,0.07373272,0.13430128,0.09841827,0.09220533,0.14248927,0.446386
PPP1R3C,0.206391093333333,0.206391093333333,0.151570045333333,0.44781784,0.472196616666667,0.624016936666667,0.519332146666667,0.72972124,0.276108726666667,0.647868656666667
PPP1R3D,1.9146879,1.9146879,2.012681,1.5284631,1.7281106,2.2141562,1.2627416,2.424905,1.9278971,2.266084
PPP1R7,6.488127,6.488127,6.539855,7.696395,7.248848,7.513612,6.8892794,7.467681,7.32103,6.124702
PPP1R8,1.5259455,1.5259455,1.1856883,1.6574953,1.5456221,1.3103448,1.6247802,1.8203423,1.4935622,0.20015886
PPP2CA,2.34256832,2.34256832,2.41032595,2.298861695,2.25576045,2.346642515,1.910369047,2.361216835,2.20600859,1.8709292
PPP2CB,7.273527,7.273527,6.6784415,9.244782,9.758526,8.1533575,6.710017,8.885932,7.2901287,5.5448766
PPP2R1A,20.1486385,20.1486385,21.2454695,23.8111955,21.721659,23.7554455,24.04086,20.076997,19.679829,20.8673545
PPP2R1B,1.04456174333333,1.04456174333333,1.74607474666667,1.1587603,1.45130575,1.51209923333333,1.33069708666667,0.929341033333333,0.89184548,1.35901506
PPP2R2A,11.244063,11.244063,10.8731875,11.30076,11.980646,12.6882945,9.36247815,10.023765,12.5171675,9.731136
PPP2R2B,0.13192612,0.13192612,0.11594202,0.039848197,0.14285715,0.353902,0.017574692,0.31368822,0.21287553,0.03415409
PPP2R3A,0.85971858,0.85971858,0.954710125,1.4184061,1.6138249,1.70281305,1.43014055,0.788973465,1.18927037,1.2136616
PPP2R4,23.5580495,23.5580495,21.5371375,23.283682,21.303686,20.1978225,21.271089,23.641162,21.630043,19.690229
PPP2R5A,6.6974497,6.6974497,6.978261,6.8225803,7.397235,5.9428315,5.377856,6.894487,4.2111588,5.473391
PPP2R5B,1.6552331,1.6552331,1.2826087,1.4629982,1.8866359,2.0644283,1.6370826,1.024715,1.4712446,0.97140586
PPP2R5C,2.202506675,2.202506675,2.8369564,2.3790323,2.17465425,1.865925625,1.82864665,2.200095175,1.8830472,1.913820425
PPP2R5D,5.119613,5.119613,5.561594,5.8510437,4.885714,5.9945555,5.767135,8.413499,5.218884,5.432089
PPP2R5E,2.6675463,2.6675463,2.218297,2.467742,2.5705068,2.0299456,2.185413,2.6711028,2.4248927,1.7315329
PPP3CA,1.2383466,1.2383466,1.0416666,0.6650854,0.78986174,0.80580765,1.1669596,1.7870724,1.8412017,1.1032565
PPP3CB,1.3267371,1.3267371,1.2060688,1.16366225,1.220276525,1.36524495,1.2587873,1.33982905,1.0643777,1.10007935
PPP3CC,0.7264732,0.7264732,0.92119557,0.68690705,0.49124423,0.92286754,0.49824253,0.7661597,0.09098713,0.7283558
PPP3R1,0.50043976,0.50043976,0.33242753,0.30265656,0.30506912,0.45190564,0.24780317,0.12832701,0.32961375,0.4559174
PPP4C,7.0299034,7.0299034,7.0190215,8.41556,8.441475,8.253177,8.186292,6.804183,6.56309,6.904686
PPP4R1,1.0369394,1.0369394,1.0226449,0.85578746,0.89677423,1.501815,1.2601054,1.5503803,1.3218884,0.88641775
PPP5C,2.45690415,2.45690415,2.25543475,2.62523715,2.4682028,2.8094374,2.43453425,1.6383081,2.47897,1.9956314
PPP6C,9.722076,9.722076,9.95471,11.819735,10.0894,10.379312,10.635325,11.779468,8.444635,7.2200155
PPP6R1,6.141601,6.141601,6.1440215,6.1423154,6.019355,5.9337573,6.493849,7.180609,6.049785,6.3351865
PPP6R2,0.14511874,0.14511874,0.109601445,0.116698295,0.115207374,0.15426497,0.22671352,0.29752854,0.19570814,0.16918188
PPPDE1,1.41073,1.41073,1.7300724,1.7362429,1.5972351,1.594374,1.522847,1.2728137,1.0463519,1.3590151
PPPDE2,1.1072999,1.1072999,0.9701086,1.2039849,1.4082949,1.0744102,1.0184535,1.4904944,0.55107296,1.2740269
PPRC1,0.73878634,0.73878634,0.87137675,0.90702087,0.88294935,0.23411979,0.13884006,0.2756654,0.60257506,0.32724383
PPT1,9.155673,9.155673,9.164855,9.598672,10.1105995,8.898367,8.420914,8.064639,6.197425,7.0969024
PPWD1,1.6385225,1.6385225,1.5108695,1.727704,1.9345622,2.0136116,2.0738137,2.323194,2.4111588,1.2494043
PPY,0.1759015,0.1759015,0.8106884,0.5388994,0.66820276,1.0072596,0.185413,0.23954375,0.12103005,1.0071485
PPYR1,0.72999126,0.72999126,0.41304344,0.34724855,0.07741935,0.19056262,0.2258348,0.29182512,0.09785407,0.5814138
PQBP1,4.55409,4.55409,4.6576085,4.370968,4.337327,4.3321233,3.9745166,6.6406846,4.747639,3.7728355
PRAF2,1.9410731,1.9410731,2.2699275,3.996205,2.791705,2.7450092,2.7135324,2.4420154,3.2566524,1.6783161
PRAME,3.5338612,3.5338612,3.2128623,3.2561672,3.0884793,3.810345,4.2882247,5.5351715,4.63691,3.890389
PRAMEF12,0.22515392,0.22515392,0.3097826,0.17741936,0.29308754,0.31851178,0.35852373,0.2794677,0.29613733,0.36219218
PRB1,0.0545294643333333,0.0545294643333333,0.0763888883333333,0.049968375,0.0629800306666667,0.117664856666667,0.0629759813333333,0.082699625,0.091273245,0.0770452713333333
PRB4,0.178979785,0.178979785,0.20878622,0.174098675,0.178801845,0.25907442,0.271968375,0.212927765,0.25665237,0.222795865
PRCC,2.8671944,2.8671944,3.6313405,2.9136624,3.98894,3.6515427,4.134446,3.577947,2.6412017,3.150119
PRCP,4.401935,4.401935,1.3414855,4.6850095,2.9870968,3.647913,3.3980668,4.9838405,2.793133,3.1739476
PRDM1,0.17766052,0.17766052,0.1603261,0.22675522,0.19723502,0.19600727,0.08611599,0.15019013,0.18798283,0.23669578
PRDM2,1.135444175,1.135444175,1.079710115,1.2291271225,1.04838712,1.22504537,1.177504325,1.1245248165,1.33304718,1.290111105
PRDX1,43.65172,43.65172,43.86413,52.828274,50.197235,51.421963,52.88313,64.732895,54.80944,51.231136
PRDX2,31.074759,31.074759,29.96739,38.927895,35.489403,35.367516,36.980667,40.07605,27.474678,24.362192
PRDX3,8.243624,8.243624,8.832427,8.811195,8.02212,8.1098,8.553603,7.8032327,7.0635195,6.5305796
PRDX4,16.927002,16.927002,17.384056,22.607212,18.907835,21.30853,18.824253,16.638784,13.07897,12.388403
PRDX6,8.9657,8.9657,8.586956,9.575901,8.599078,6.412886,7.1994724,9.235742,7.6892705,6.169182
PRELP,2.353562,2.353562,2.843297,2.9459205,2.8442397,2.076225,2.254833,2.2490497,3.3965666,2.189039
PREP,1.46438,1.46438,1.2382246,0.95351046,0.73456216,0.93738663,1.0606326,1.3631179,1.1201717,0.644162
PREPL,5.627089,5.627089,5.946558,6.537002,5.571429,4.6061707,6.034271,4.8327,5.1502147,3.9515488
PRF1,0.7185576,0.7185576,0.789855,1.3728653,0.72442394,0.86479133,0.7038664,1.3441064,0.75965667,1.7895155
PRG2,0.97625333,0.97625333,1.1413043,1.1072106,1.2728112,1.3938295,1.2741652,0.68536127,0.50472105,0.847498
PRG4,0.1635884015,0.1635884015,0.102807973,0.1318785605,0.186635945,0.1411070765,0.0421792605,0.124524725,0.23733905,0.1350278
PRH1,0.382146,0.382146,0.84103255,0.387096765,0.78018435,0.9065336,0.52987697,0.292775695,0.344635185,0.492454315
PRH1 /// PRH2,0.5136324,0.5136324,0.30253625,0.62428844,0.86175114,0.5607986,0.25043938,0.4087453,0.21201718,0.18745035
PRICKLE3,0.87686896,0.87686896,1.3876811,0.86527514,0.82119817,0.715971,0.84358525,0.9467681,1.3038626,0.97696584
PRIM1,1.0395778,1.0395778,0.7400362,1.3026567,0.6313364,0.8466425,1.4050965,0.96102667,1.1879828,0.8554408
PRIM2,1.179419575,1.179419575,1.17617752,1.025616675,0.91336408,0.93239565,0.60808431,0.794676915,0.8476395,0.88006355
PRKAA1,0.68777484,0.68777484,0.5380435,0.67267555,0.34101382,0.44283122,0.37961337,0.48479092,0.39227468,0.8379666
PRKAA2,0.467898,0.467898,0.25815216,0.037950665,0.17511521,0.415608,0.33655536,0.20722434,0.4309013,0.38602063
PRKAB1,0.31486368,0.31486368,0.7237319,0.759962,0.6341014,0.746824,0.7275923,0.8906844,0.7922747,0.5266084
PRKAB2,0.43447673,0.43447673,0.5842391,0.7125237,0.6387097,0.27586207,0.5307557,0.65209126,1.0042919,0.38284352
PRKACA,0.892993306666667,0.892993306666667,0.898852633333333,1.68627461666667,0.91182796,1.41228073333333,1.14323373333333,0.7189481,0.850357653333333,1.409849
PRKACB,14.076518,14.076518,13.713768,12.171727,11.275577,10.694193,12.911248,6.3925858,12.849786,12.647339
PRKACG,1.1987687,1.1987687,1.5235506,0.93453515,1.9032258,1.3121598,1.0817223,1.5427758,2.4738197,2.511517
PRKAG1,8.824099,8.824099,9.211956,10.796016,12.502304,9.532668,9.905096,9.509506,8.755364,7.308975
PRKAR1A,15.7361483333333,15.7361483333333,15.7406403333333,16.300759,17.1456223333333,15.104356,15.1918566666667,14.5506983333333,16.6085833333333,14.8731793333333
PRKAR1B,4.980651,4.980651,4.700181,4.5227704,4.115207,4.522686,3.8462214,3.7775667,4.6532187,4.8181095
PRKAR2A,0.662708925,0.662708925,0.98822465,0.52466793,0.565898585,0.603902025,0.61291741,0.12785172,0.390557965,0.528197
PRKAR2B,0.44239226,0.44239226,0.66757244,0.5113852,0.58341014,0.48457354,0.44903338,0.42775667,0.33991414,0.29785544
PRKCA,0.3779683695,0.3779683695,0.317934765,0.37998102,0.208986171,0.2792649875,0.23923549125,0.2699619825,0.18111587275,0.2877283475
PRKCB,0.4160070525,0.4160070525,0.2640398375,0.3806926025,0.2009216575,0.511116185,0.2238576475,0.43607417,0.320171665,0.4718030025
PRKCD,3.2348286,3.2348286,3.25271715,2.7324478,2.83502305,2.74637035,2.79525485,2.869772,3.139485,3.6830818
PRKCE,0.094547055,0.094547055,0.11548913,0.11432637,0.151612895,0.28629765,0.148945515,0.128327005,0.124463515,0.2779984
PRKCG,1.117854,1.117854,1.1567029,1.5037951,1.8866359,1.1143377,1.3532513,2.4125478,1.8309013,0.46703732
PRKCH,0.38258576,0.38258576,0.25543478,0.1480076,0.5142857,0.22686026,0.27592266,0.56463885,0.07982833,0.45750594
PRKCI,2.96159486666667,2.96159486666667,2.767512,2.95604046666667,2.72165893333333,2.46702973333333,2.55887523333333,2.97370093333333,2.7393418,2.2430499
PRKCQ,0.368513645,0.368513645,0.0946557975,0.200189753,0.167741933,0.263157893,0.242091385,0.09268061,0.1665235965,0.301429677
PRKCSH,6.457344,6.457344,6.5625,7.394687,6.6,7.6134305,6.950791,7.6939173,6.5133047,6.1096106
PRKCZ,2.1275287,2.1275287,2.436594,2.382353,2.370507,2.7667878,2.3057995,2.307985,2.3519313,2.1080222
PRKD1,5.9991207,5.9991207,5.5643115,3.7305505,4.0949306,4.5,6.9683657,5.8060837,4.3502145,7.158856
PRKD2,3.7977133,3.7977133,3.7681158,4.7552185,4.4082947,4.8030853,5.1537786,4.2937264,4.8618026,4.130262
PRKD3,0.68073885,0.68073885,0.480525365,0.663662275,0.58202765,0.615698725,0.289982415,0.442965792,0.3133047285,0.52978555
PRKDC,4.9454705,4.9454705,4.77475836666667,5.02656553333333,4.8144394,3.97186956666667,4.03544203333333,5.32794723333333,4.50786833333333,3.7002913
PRKG1,0.18557608,0.18557608,0.20923913,0.13187855,0.051612902,0.14700545,0.1572935,0.09220533,0.41716737,0.12152502
PRKG2,0.033421285,0.033421285,0.10326086,0.17362428,0.08940092,0.03901997,0.018453427,0.07224335,0.08154506,0.030182684
PRKRA,2.4116096,2.4116096,1.8759058,2.1176472,1.7861751,1.6497278,1.9859402,2.6948671,1.8575107,1.7926925
PRKRIR,0.6851364,0.6851364,0.615942,0.556926,0.5142857,0.78675133,0.58699477,0.53136885,0.6763949,0.7164416
PRKX,1.4520669,1.4520669,0.8867754,1.3870968,1.6894009,2.4509983,1.8497363,1.2652093,2.307296,2.1024623
PRKY,3.2154796,3.2154796,2.9365942,4.0218215,5.088479,4.4582577,5.098418,2.7271864,4.183691,4.479746
PRL,0.57255936,0.57255936,0.5235507,0.5711575,0.67465436,0.71143377,0.7311072,0.6368822,0.6592275,0.94598883
PRLR,0.45690415,0.45690415,0.140851445,0.409392785,0.15391705,0.3107985665,0.22319859,0.266159715,0.18969957,0.194996025
PRM1,0.11521549,0.11521549,0.14221014,0.16318786,0.078341015,0.112522684,0.08260105,0.088403046,0.20858368,0.16679904
PRM2,0.04221636,0.04221636,0.03442029,0.039848197,0.09493088,0.049001817,0.033391915,0.050380234,0.052360512,0.061953932
PRMT1,19.416008,19.416008,20.894928,24.161291,20.486637,17.499094,15.21529,18.128328,17.745066,13.871326
PRMT2,2.534300874,2.534300874,2.1734599725,2.1351992,2.4152073685,2.3947368815,2.755272285,3.4016161935,2.9064378115,2.587768065
PRMT3,1.1451187,1.1451187,1.6349638,1.5958254,1.59447,1.3666062,1.5210897,1.2576047,1.2042918,1.7227958
PRNP,4.075638,4.075638,4.712862,5.413662,4.5410137,3.6442833,3.072935,3.3431563,2.492704,2.5663226
PROC,0.3051891,0.3051891,0.8976449,0.42504743,1.2571428,0.82123417,1.1493849,0.6834601,1.4789699,0.53455126
PROCR,0.36499563,0.36499563,0.46467388,0.32068312,0.36221197,0.5353902,0.427065,0.78992397,0.57596564,0.0548054
PRODH,0.613309923333333,0.613309923333333,0.799214943333333,0.681214453333333,0.53824882,1.0048397,1.52079673,0.875475356666667,0.658369073333333,0.57691285
PRODH2,0.26473176,0.26473176,0.25271738,0.17836812,0.65898615,0.25499094,0.6449912,0.65494305,0.3030043,0.15329626
PROL1,0.13456465,0.13456465,0.112318836,0.15654649,0.1235023,0.08892922,0.0685413,0.07319392,0.10729614,0.13185067
PROM1,0.20668426,0.20668426,0.05706522,0.3216319,0.19262673,0.035390202,0.055360284,0.06368822,0.092703864,0.16600476
PROP1,0.16007037,0.16007037,0.20471014,0.14990513,0.17142858,0.2849365,0.36203867,0.31653994,0.27639484,0.45830023
PROS1,0.30958664,0.30958664,0.21286231,0.30550286,0.27373272,0.25499094,0.083479784,0.02376426,0.02918455,0.24146147
ProSAPiP1,0.525066,0.525066,0.124094196,0.44117647,0.5198157,0.14791289,0.5228471,0.75380236,0.15793991,0.3240667
PROSC,1.693051915,1.693051915,1.21014492,1.305502875,1.597235075,1.09029047,1.533391875,0.92585555,1.211588,1.23868145
PROX1,0.27968338,0.27968338,0.29347825,0.35009488,0.37695855,0.3466425,0.2820738,0.904943,0.52360517,0.47577444
PROZ,0.065083556,0.065083556,0.30072463,0.22106262,0.13179724,0.39927405,0.12214411,0.29752854,0.13218884,0.10087371
PRPF18,1.0219877,1.0219877,0.9746376,1.2495257,1.2276497,1.1379311,1.4261863,1.0503803,1.2386266,1.1104051
PRPF19,1.72911181,1.72911181,2.190670235,2.88235298,2.4119815,2.487295975,3.53427077,2.695817465,3.28240345,3.4142175
PRPF3,1.9569042,1.9569042,1.9329709,2.1214423,1.9834101,1.9319419,2.429701,3.0988595,3.495279,1.4900715
PRPF31,4.6416007,4.6416007,3.77264475,4.3268505,4.5741935,3.6637932,3.72100185,3.4358368,4.23690985,2.8328036
PRPF4,2.91336855,2.91336855,2.30163025,2.7272296,2.6304147,2.66016335,2.2627417,2.8255705,2.9459228,2.3542493
PRPF40A,2.410437,2.410437,2.80495156666667,3.0474384,2.7938556,3.1028434,2.6713532,2.7886567,3.0477825,2.81890393333333
PRPF4B,0.857519825,0.857519825,1.17074275,1.09108167,0.746543765,1.0362977,1.06414765,0.87547532,0.795278925,0.98888002
PRPF6,10.425682,10.425682,10.699275,10.555977,10.329032,9.617968,8.933216,13.495248,9.88927,7.947577
PRPF8,16.69481,16.69481,15.026268,16.419355,15.115208,15.245009,16.435852,22.537073,14.520171,15.231135
PRPH,4.512753,4.512753,4.9673915,5.273245,3.8746543,4.9491835,5.3110723,3.593156,5.472103,2.9181888
PRPH2,0.11961302,0.11961302,0.08423913,0.082542695,0.10138249,0.10254084,0.079964854,0.13973385,0.44892704,0.1985703
PRPS1,4.5584874,4.5584874,7.2382245,4.70588235,3.93317965,4.8049004,5.35632685,4.80133125,4.61931335,4.47100855
PRPS1L1,0.2216359,0.2216359,1.7644928,1.0635674,0.23870967,1.0898367,1.0114235,0.60931563,0.50042915,0.50436854
PRPS2,3.2893581,3.2893581,3.4528985,3.9402277,3.9502304,3.4346642,3.2196836,3.307985,2.9244635,2.559968
PRPSAP1,6.992964,6.992964,7.636775,7.2447815,6.263594,5.362069,4.9780316,5.98289,4.8463516,4.783955
PRPSAP2,1.523307,1.523307,1.7219203,2.1166985,2.6101384,1.625227,2.185413,1.8507606,1.3133047,0.9984114
PRR3,1.1556728,1.1556728,0.98097825,0.3557875,0.5327189,0.7894737,0.5509666,1.1482891,1.4145923,1.1604449
PRR4,0.72207564,0.72207564,0.8097826,0.7457305,1.1723502,1.4038112,0.21528998,0.16730039,1.2,0.8586179
PRRC1,1.28496051333333,1.28496051333333,1.12620771333333,1.13757117666667,1.43533023333333,1.2471265,1.24838892,1.07002542,1.36995705333333,1.1990998
PRRG1,3.9709764,3.9709764,3.4021738,2.9079697,3.9714284,4.4509983,4.601054,4.9524717,3.4540772,3.7537727
PRRG2,0.932278,0.932278,1.0896739,0.5796964,1.4221199,1.4437387,1.35413,1.6159697,0.5914163,0.8030182
PRRX1,0.37730873,0.37730873,0.3097826,0.24383304,0.159447,0.29310346,0.4824253,0.12642586,0.16909872,0.31453532
PRSS12,0.0347405465,0.0347405465,0.1046195615,0.056926,0.0377880185,0.049909256,0.0474516695,0.095057042,0.063519311,0.22597298
PRSS16,2.576957,2.576957,2.0751812,2.3320684,2.8451614,2.524501,2.1906855,2.4020913,2.7055795,1.5011914
PRSS2,7.7739673,7.7739673,7.2481885,6.243833,4.3253455,6.298548,5.775044,6.1882133,3.755365,3.3606036
PRSS22,7.3711524,7.3711524,8.384964,7.951613,7.074654,9.225953,9.153778,7.0827,7.9656653,8.289118
PRSS23,0.28408092,0.28408092,0.2762681,0.20303605,0.13087557,0.29491833,0.17750439,0.16634983,0.19999999,0.25337568
PRSS3,1.7985928,1.7985928,1.6557971,1.8130931,1.4,1.3339384,1.3057997,1.1587453,1.1476395,1.0333599
PRSS53,1.4942832,1.4942832,2.5788045,2.0796964,1.7410138,1.9945555,1.6555359,2.6178708,2.307296,1.4471803
PRSS8,5.7335095,5.7335095,6.17029,6.104365,6.018433,7.133394,6.877856,6.43346,5.6798286,5.455123
PRTN3,0.12489007,0.12489007,0.17119564,0.095825434,0.12995392,0.13974592,0.18101934,0.2024715,0.12618026,0.08816521
PRUNE,2.208443325,2.208443325,2.163949125,1.71774201,2.126267315,1.986842165,1.790861125,2.38973404,1.991416365,1.45830023
PRUNE2,9.631487,9.631487,9.828804,10.178369,7.415668,5.8566246,7.5799646,7.576046,6.0163093,5.861795
PRY /// PRY2,0.08795075,0.08795075,0.08786231,0.33206832,0.09861751,0.09528131,0.048330404,0.24144489,0.07553648,0.22478156
PSAP,43.83114,43.83114,40.906704,44.22201,45.052536,47.554447,51.003517,69.56654,55.21974,45.091343
PSCA,2.3729112,2.3729112,2.1748188,2.105313,2.5400922,2.894737,2.1370826,2.746198,2.474678,2.7355042
PSD,3.407212,3.407212,3.2998185,2.50759,2.4617512,3.3620691,2.70826,2.1977189,1.7991416,2.649722
PSD3,0.44063324,0.44063324,0.57246375,0.25426945,0.5419355,0.29491833,0.46748683,0.6777567,0.5133047,0.5146942
PSD4,2.83905,2.83905,3.8849635,2.1119545,2.391705,2.6451907,3.1968365,3.221483,3.4789698,2.5559967
PSEN1,3.50513073333333,3.50513073333333,3.459843,3.7179,3.6706603,3.65366016666667,3.50937326666667,3.36755403333333,3.72761083333333,3.46624303333333
PSEN2,2.2638524,2.2638524,2.2300723,2.2637572,1.521659,1.9228675,1.8787346,2.2224336,1.9253219,1.943606
PSG1,0.9920845,0.9920845,0.89039856,0.8994308,0.6949309,0.6415608,1.1379613,0.71197724,1.0429184,1.393169
PSG11,2.0004399,2.0004399,1.38813405,1.66603425,1.79677425,2.35707815,1.9714411,1.079848,2.0480687,2.5289912
PSG3,0.10026386,0.10026386,0.09148551,0.1679317,0.118894,0.23956443,0.1142355,0.16825096,0.12875536,0.074662425
PSG4 /// PSG7,2.462621,2.462621,2.4230072,0.76660347,1.8940092,3.1261344,0.655536,1.5703423,2.7407725,2.9062748
PSG9,0.086191736,0.086191736,0.40398547,0.12618597,0.19170506,0.15426497,0.13268892,0.16349812,0.65407723,0.5885623
PSIP1,4.15567294,4.15567294,4.18614105,4.32685035,3.91198155,3.08666081,3.15817205,3.8331753,2.881545175,2.65845896
psiTPTE22,0.14248022,0.14248022,0.19021739,0.37571156,0.47096774,0.30580765,0.4086116,0.30513307,0.36223176,0.30023828
PSKH1,3.16974503333333,3.16974503333333,3.49154583333333,3.2495256,3.40307213333333,2.68965526666667,3.8409489,2.7135618,3.1201716,3.25761176666667
PSMA1,2.312225,2.312225,2.9221015,3.3757114,3.070968,3.57804,1.8954306,3.1549432,2.5124464,1.9586974
PSMA2,4.51583105,4.51583105,4.77989114,5.57590105,5.76405555,4.9369328,4.324253215,4.77519022,3.89527895,3.41580616
PSMA3,9.892701,9.892701,11.299818,12.137572,12.777881,12.537206,12.035149,12.485743,9.690129,7.949166
PSMA4,13.5079155,13.5079155,15.6009955,17.6712525,16.6534555,16.2549925,14.0092265,17.6078915,14.9935615,10.511517
PSMA5,3.116095,3.116095,3.6195652,2.9867172,2.6801841,3.495463,3.2390158,3.2927759,3.12103,2.8173153
PSMA6,14.147758,14.147758,16.190218,18.140417,19.269123,16.399275,18.59666,19.508556,15.337339,11.961081
PSMA7,4.700968,4.700968,2.1893115,0.79886144,1.3585253,3.2831216,3.5404217,3.6910648,4.3545065,3.2287529
PSMB1,27.281443,27.281443,29.406702,35.12239,31.141014,34.39383,31.047451,41.55228,30.03176,25.967434
PSMB10,3.7827618,3.7827618,3.490036,3.4620492,4.1087556,4.333031,3.1792617,5.25,4.650644,3.328038
PSMB2,23.921724,23.921724,25.336956,26.47818,25.261751,28.870237,24.96397,30.758558,23.551073,23.45671
PSMB3,16.637644,16.637644,16.522644,21.648956,19.224884,20.996372,21.543058,25.75,16.2103,16.889593
PSMB4,22.0017595,22.0017595,19.716938,25.1869075,23.572351,23.2831235,22.2275925,27.684889,21.274249,19.2359
PSMB5,17.900618,17.900618,20.237318,21.128082,20.457144,22.26588,19.240774,25.51141,20.555365,18.028595
PSMB6,26.69745,26.69745,27.324276,31.118595,31.717972,33.896553,27.253075,29.991447,27.628326,24.00556
PSMB7,9.141601,9.141601,9.7771735,11.733396,11.3331795,10.556262,9.4740775,10.1430615,8.05879825,7.52224
PSMB8,0.10466139,0.10466139,0.34692028,0.14041746,0.14562212,0.18693286,0.12038664,0.20437264,0.07553648,0.17156473
PSMB9,0.73438877,0.73438877,0.9791666,1.2362429,0.88110596,1.1279492,0.9033392,1.1055135,0.9167382,1.2962668
PSMC1,16.152155,16.152155,16.94384,19.686907,21.748386,24.2314,17.034271,28.790876,21.185408,16.833994
PSMC2,7.7941957,7.7941957,8.958333,8.695446,9.123503,8.023594,9.768892,7.7385936,9.51073,7.0015883
