,GSM12087,GSM12094,GSM12183,GSM12184,GSM12185,GSM12186,GSM12187,GSM12188,GSM12189,GSM12190
AADAC,0.15127529,0.15127529,0.081521735,0.06641366,0.12165898,0.07441016,0.21704745,0.17585552,0.12618026,0.16282764
AAK1,0.3540897266,0.3540897266,0.5663043204,0.451043658,0.5837787866,0.4791288396,0.392091372,0.4855513578,0.71587978,0.4190627374
AAMP,4.6833773,4.6833773,4.395833,4.899431,4.7714286,4.392922,4.5650263,5.553232,5.6103,4.748213
AANAT,7.133685,7.133685,6.332427,5.6214423,5.5603685,6.061706,5.767135,6.447719,6.5982833,6.061954
AARS,17.675463,17.675463,19.265396,17.471537,18.718893,16.834846,11.122144,11.654943,8.775966,9.036536
AASDHPPT,5.75022,5.75022,6.695652,5.8681216,5.5456223,5.767695,4.9112477,5.6150193,4.472961,3.4837172
AASS,0.82673705,0.82673705,0.70833325,0.556926,0.767742,0.6206897,0.6572935,0.74334604,0.17596567,0.43288323
AATF,8.170625,8.170625,9.361413,8.579697,9.106913,10.1706,10.109841,12.926807,9.05837,7.7227955
AATK,3.5901499,3.5901499,5.334239,4.329222,4.3898616,5.6878405,4.7302284,5.4467683,3.4901288,4.783161
ABAT,0.423336293333333,0.423336293333333,0.423309188,0.324161916666667,0.556989243333333,0.377192983333333,0.326889283333333,0.36882131,0.74821173,0.305268726666667
ABCA1,2.27997666666667,2.27997666666667,2.14160620666667,2.17583821333333,2.28970815666667,1.79340598,2.5389571,1.756020362,2.24320446166667,2.61768582
ABCA12,0.068601586,0.068601586,0.08061594,0.05313093,0.050691243,0.06896552,0.17574692,0.1026616,0.11244635,0.10007943
ABCA2,2.233655902,2.233655902,2.11624390666667,2.43580017666667,2.923809392,2.87356330333333,3.41593424333333,2.76045627666667,3.26123034666667,3.05639382333333
ABCA3,3.2102025,3.2102025,3.3143115,2.8851993,2.8976958,3.2332122,2.8594024,3.688213,4.2403436,3.847498
ABCA4,0.22867195,0.22867195,0.14583333,1.0844402,0.46267283,0.22050817,0.7697715,1.3032321,0.15364806,0.17871326
ABCA5,0.120492525,0.120492525,0.11141304,0.19924098,0.14285715,0.3520871,0.3506151,0.17490496,0.08927038,0.23828435
ABCA6,0.14951628,0.14951628,0.0366847805,0.064990516,0.024423963,0.0567150645,0.024604569,0.126425861,0.066094421,0.11755361
ABCA8,0.011433598,0.011433598,0.011775361,0.029411765,0.237788,0.03357532,0.030755712,0.24144489,0.022317596,0.1683876
ABCB1,0.214599835,0.214599835,0.33378622,0.228178375,0.32304146,0.23593466,0.22012301,0.46625478,0.35879829,0.4324861
ABCB1 /// ABCB4,0.054529466,0.054529466,0.20018116,0.16129032,0.13179724,0.19328493,0.12038664,0.13688214,0.25665236,0.11517077
ABCB10,0.26297274,0.26297274,0.32699272,0.23908919,0.23686637,0.35934663,0.16432337,0.34885934,0.44721028,0.4845115
ABCB11,0.043095868,0.043095868,0.14855072,0.23244782,0.15207373,0.05807623,0.09314587,0.10076047,0.34248927,0.11040508
ABCB4,0.058047496,0.058047496,0.14039855,0.05313093,0.20276497,0.078947365,0.3251318,0.06368822,0.16480687,0.22160444
ABCB6,1.321899765,1.321899765,1.24954712,1.693548335,2.72672825,2.73729595,1.8466608,2.334125585,1.5416308,0.897537765
ABCB7,1.1072999,1.1072999,0.88134056,1.0275142,0.76313365,0.7250454,0.9376098,1.2585552,0.93991417,1.141382
ABCB8,0.60686016,0.60686016,0.4619565,0.34629983,0.5299539,0.50544465,0.51757467,0.6463879,0.70042914,0.48371723
ABCB9,1.9023747,1.9023747,2.5452898,2.1821632,1.7364055,1.923775,1.9982425,3.26616,2.4738197,1.9753772
ABCC1,1.3654354175,1.3654354175,1.41938399,1.2241461075,1.3923963125,1.502495475,1.4167399325,1.023764275,1.3922747125,1.3407465525
ABCC10,1.31486365333333,1.31486365333333,1.63254827333333,2.07368758666667,2.0113671,2.05414408333333,2.36496768666667,2.22084939,2.57997155,1.49139526666667
ABCC2,0.041336853,0.041336853,0.097826086,0.0370019,0.011059908,0.23774956,0.17223199,0.4524715,0.23690988,0.021445591
ABCC3,0.6583113365,0.6583113365,0.292119535,0.2314990625,0.6608295035,0.461887485,0.1942003475,0.57176814,0.34163091,0.2172359
ABCC4,1.5272647,1.5272647,1.58831515,1.2006641,1.02488478,1.28584395,0.94727588,0.62167305,1.28969955,1.48848285
ABCC5,3.3925536,3.3925536,3.64341766666667,3.168248,3.54285723333333,2.92256513333333,3.5518452,4.4939799,4.03719593333333,3.0976965
ABCC6,1.466139,1.466139,1.280797,1.2713473,1.2138249,1.1361161,0.76889277,1.8174906,1.9090128,1.4988085
ABCC6 /// ABCC6P2,0.8276166,0.8276166,0.89039856,1.2400379,0.9023042,1.4618876,0.56942004,0.83840305,0.77253217,0.4169976
ABCC8,2.77748465,2.77748465,2.77264475,2.63187855,3.0589862,3.1374774,2.50351485,3.34600785,2.9545065,3.10405075
ABCC9,0.637642968666667,0.637642968666667,0.65851449,0.295382666,0.602457791666667,0.663339385333333,0.629466918666667,0.219898612,0.239771101,0.792163094
ABCD1,1.8469658,1.8469658,1.5081521,1.439279,1.2847925,1.3675137,1.3356766,0.33650193,0.2746781,1.9245433
ABCD2,0.018469658,0.018469658,0.17210144,0.0768501,0.019354837,0.14246824,0.009666081,0.05418251,0.04120172,0.028594121
ABCD3,3.92876,3.92876,2.7382245,4.2020874,2.9069123,2.7813067,3.2671351,3.2452474,2.2995708,2.1620333
ABCD4,0.6649077,0.6649077,0.8822464,0.768501,0.6165899,0.8711434,0.6247803,1.046578,0.29871243,0.5766481
ABCE1,0.68161833,0.68161833,0.6548913,0.62144214,0.6202765,0.36842105,0.26625657,0.82889736,0.6412017,0.694996
ABCF1,2.4283204,2.4283204,2.9030795,2.565465,2.6801841,2.9691472,2.539543,3.0826998,3.1682403,2.678316
ABCF3,5.4942837,5.4942837,5.940217,5.118596,6.02765,5.3085303,6.8866434,5.292776,5.530472,4.7410645
ABCG1,0.47669306,0.47669306,0.45742753,0.68311197,0.5400922,0.6470055,0.50087875,0.6834601,0.5158798,0.8077839
ABCG2,0.41864556,0.41864556,0.428442,0.46679318,0.797235,0.8493648,0.60896313,1.1007606,0.87296134,0.4471803
ABHD14A,4.902375,4.902375,4.3759055,5.481973,4.6580644,5.6025414,5.035149,5.327947,5.632618,3.8975377
ABHD14A /// ACY1,11.687776,11.687776,11.910326,14.760912,13.586175,12.681489,14.014938,15.539926,16.492704,15.256553
ABHD2,3.909411,3.909411,3.7690217,2.9060721,3.619355,3.9101634,4.220562,3.681559,3.783691,5.5321684
ABHD3,0.005277045,0.005277045,0.23913042,0.024667932,0.19447005,0.22867516,0.20210896,0.19011408,0.14935622,0.14058778
ABHD5,0.25813545,0.25813545,0.22644927,0.21015181,0.182949305,0.2323049085,0.22407731,0.084125485,0.382403425,0.331215235
ABI1,2.26297282,2.26297282,2.4832427,2.6888046,2.31105988,2.533121625,2.34885755,2.27423975,1.88540765,1.816521085
ABI2,0.35114337975,0.35114337975,0.3245018125,0.3178368075,0.234792625,0.3843012975,0.317662563,0.2994296745,0.401072945,0.42474183
ABL1,2.93227807,2.93227807,3.25996376166667,2.70477543,2.80153608333333,3.053387755,2.85222596833333,2.67839053666667,2.85035761166667,2.71922147333333
ABL2,0.11873351,0.11873351,0.13677536,0.13757116,0.11612903,0.1261343,0.17574692,0.04847909,0.13304721,0.09293089
ABLIM1,0.9621812,0.9621812,1.6340579,1.093928,1.0764977,0.8829402,0.60896313,1.8916351,1.1227468,0.6878475
ABLIM3,0.27616537,0.27616537,0.054347824,0.27324477,0.16958524,0.05716879,0.5940246,0.077946775,0.06866953,0.061953932
ABO,4.1829376,4.1829376,4.3278985,4.370019,4.0350227,3.8883848,4.178383,4.011407,3.9793992,3.997617
ABP1,0.29727355,0.29727355,0.5362319,0.31214422,0.55023044,0.5254084,0.10105448,0.1958175,0.47982833,0.14058778
ABR,3.5364997,3.5364997,3.3315215,3.4876661,3.4682026,3.0480945,3.6652021,3.3840306,3.9433477,3.5043685
ABTB2,1.0562885,1.0562885,1.0353261,2.0986717,2.4995394,1.6016334,1.8321617,1.0589354,1.4154506,0.6854647
ACAA1,5.32409875,5.32409875,5.7001809,5.6674575,6.099539,5.57985485,7.12170465,7.597909,6.07553665,5.9650515
ACAA2,0.12225154,0.12225154,0.4003623,0.32258064,0.06543779,0.32667878,0.18189807,0.21387833,0.52017164,0.3169182
ACACA,4.3957787,4.3957787,4.1567025,3.2267554,3.181567,3.8058076,4.585237,2.1140685,4.3261805,5.625893
ACACB,1.16564066666667,1.16564066666667,0.98399755,1.24857685666667,0.90445471,1.35571694,0.983889823333333,0.642268716666667,1.23948503333333,0.794281106666667
ACADL,0.28320143,0.28320143,0.5788043,0.3918406,0.52811056,0.6551724,0.2539543,0.46482894,0.6738197,0.6012708
ACADM,7.2436237,7.2436237,7.9918475,6.614801,9.18894,8.023594,9.016696,10.170153,8.803433,5.755361
ACADS,3.1301672,3.1301672,3.6983693,3.3690703,2.9963133,4.03176,2.9929702,5.3032327,2.9450643,3.71247
ACADSB,3.2788038,3.2788038,5.1612315,2.9705884,3.6165898,3.4900184,3.413884,2.3460078,2.569957,1.98332
ACADVL,20.586632,20.586632,19.951992,19.876661,22.22857,23.656988,25.09754,24.838406,22.55794,16.694202
ACAN,0.0844327213333333,0.0844327213333333,0.100543477,0.128083496666667,0.17265745,0.168481553333333,0.142940823333333,0.17395438,0.146781116666667,0.0950489783333333
ACAP1,0.38258576,0.38258576,0.34239128,0.39373815,0.35760367,0.36842105,0.4692443,0.39543727,0.56824034,0.47895154
ACAP2,1.230431,1.230431,1.2382246,1.1821632,1.0608295,1.30853,1.159051,0.81654,0.94248927,0.8371723
ACAT1,0.58135444,0.58135444,0.4918478,1.0910816,0.4986175,0.50725955,0.91476274,0.46102664,0.76480687,0.8490866
ACAT2,0.89006156,0.89006156,1.0009058,1.0237192,0.8746544,0.8675136,0.8778559,1.2395438,1.1133047,0.8093725
ACBD3,4.0782766,4.0782766,3.5054348,4.6404176,4.2202764,4.3094373,4.1063266,3.3954377,4.0103006,3.3574266
ACCN1,2.8065085,2.8065085,3.4836955,1.5464896,2.6949308,3.511797,1.9191563,3.1406846,3.9304721,1.4741858
ACCN2,0.9577837,0.9577837,1.1304348,1.1328274,1.0884793,1.2223231,1.056239,0.9885932,1.0068669,0.6528991
ACCN3,1.9956025,1.9956025,1.8324275,1.455408,2.440553,2.3883848,2.7618628,2.7709126,2.046352,1.1231135
ACD,6.85752,6.85752,5.5190215,6.2419357,5.0894012,4.3339386,5.834798,4.560837,4.690987,5.700556
ACE,0.2708883,0.2708883,0.3333333,0.37286526,0.58986175,0.415608,0.3857645,0.21007606,0.24635194,0.59015095
ACHE,0.64204048,0.64204048,0.903683566666667,0.624920943333333,0.639938566666667,0.735027263333333,1.29554775,0.832065953333333,0.714163076666667,0.813343946666667
ACIN1,7.746702,7.746702,6.9402175,6.9449716,7.2460833,8.655172,6.897188,9.678708,8.565665,6.8212867
ACLY,14.675462,14.675462,14.908514,14.388994,11.552996,11.01089,9.13884,12.313689,13.09957,9.628276
ACO1,4.608619,4.608619,4.5181155,4.79222,4.7179723,4.0707808,4.326889,4.964829,4.1562233,4.130262
ACO2,4.421284,4.421284,4.669384,7.1309295,6.6930876,6.1769514,5.398946,5.4420156,5.5802574,4.746624
ACOT1 /// ACOT2,8.44767,8.44767,9.340579,8.8206835,9.032258,9.935573,9.667838,10.63403,7.5974245,7.2486095
ACOT11,0.7651715,0.7651715,0.923913,0.68880457,0.7917051,0.79128855,0.97627413,0.87547535,1.4188842,1.034154
ACOT13,4.32937565,4.32937565,4.32427515,4.6143265,5.3926265,4.5113432,5.1968365,6.3987643,4.1562233,3.7001586
ACOT7,7.3157434,7.3157434,6.9021735,7.329222,6.197235,6.2640653,5.945518,6.025666,5.5802574,4.752979
ACOT8,3.2981532,3.2981532,3.2998185,3.4611006,3.4184332,4.353902,3.9850614,2.4192016,3.623176,3.7847497
ACOX1,1.53781895,1.53781895,1.4846014,1.5246679,1.9294932,1.66379315,2.0430579,1.9705324,1.46008585,1.54130265
ACOX2,0.8258576,0.8258576,0.7028985,0.8519924,0.35115206,0.30671507,0.40070295,0.90969586,0.5141631,0.47815725
ACOX3,0.7185576,0.7185576,0.08967391,0.1480076,0.113364056,0.12341198,0.08084358,0.18155895,0.09699571,0.17394757
ACP1,10.25066,10.25066,10.849638,11.379507,11.359447,12.314882,9.1634445,9.53232,9.806008,9.842731
ACP2,3.2119615,3.2119615,2.4981883,3.500949,2.6230416,3.3366609,2.979789,3.2927759,2.3244634,2.1096108
ACP5,0.6543536,0.6543536,0.27989128,0.65275145,0.96313363,0.30308533,0.17311072,0.28422055,0.8412017,0.2359015
ACPP,0.78144245,0.78144245,1.0348732,0.72058824,0.68294929,0.755444665,0.550966605,0.96482895,0.95879825,1.30619545
ACR,1.7009674,1.7009674,1.9791666,1.4886148,1.7806451,1.7713249,1.3681898,1.761407,1.9793992,3.3304207
ACRV1,0.036059808,0.036059808,0.08061594,0.20018975,0.099539176,0.03901997,0.3224956,0.3307985,0.08669528,0.07704527
ACSBG1,0.046613898,0.046613898,0.10778985,0.08159393,0.03778802,0.2813067,0.28822494,0.47718635,0.05922747,0.16759333
ACSL1,3.3245385,3.3245385,3.4981885,3.6404176,3.0009217,2.391107,2.6485062,3.7357416,2.7965665,2.5123112
ACSL3,3.4019351,3.4019351,3.0865037,2.48292225,2.39262665,2.0231398,2.5448155,3.36359315,3.02489265,2.4503573
ACSL4,0.023746703,0.023746703,0.04438406,0.040796965,0.044239633,0.20235935,0.020210896,0.04942966,0.039484978,0.23351866
ACSL6,0.36851367,0.36851367,0.29619566,0.3956357,0.5585253,0.1324864,0.2618629,0.5513308,0.21888413,0.2152502
ACSM1,0.026385225,0.026385225,0.13858695,0.2476281,0.07465438,0.06170599,0.1397188,0.08555134,0.11158799,0.21445592
ACSM2A,0.12401056,0.12401056,0.38043478,0.74762815,0.3253456,0.8094374,0.50351495,0.71768063,0.77939916,1.3359809
ACSM3,1.36059813333333,1.36059813333333,1.42240331666667,1.65117013333333,1.54961606666667,1.35299454666667,1.3509081,1.11723705666667,1.26895570666667,0.876621623333333
ACTA1,0.39313987,0.39313987,0.5588768,0.40132827,0.45069125,0.27223232,0.78822494,0.9077947,0.75622314,0.629865
ACTA2,0.07475814,0.07475814,0.22916666,1.0075902,1.7170507,2.38657,3.575571,4.48289,1.9699571,2.1763303
ACTB,65.06043547,65.06043547,66.1158102614286,69.1726755742857,69.0131652985714,72.8844989071429,68.9374832942857,59.4826203085714,57.4470890257143,61.8337692385714
ACTC1,0.15215479,0.15215479,0.53442025,0.32922202,0.437788,0.23865698,0.4235501,0.36121675,0.23519313,0.14535345
ACTG1,98.41337,98.41337,90.40036,103.615746,93.799995,97.95009,99.19595,102.057045,84.76824,78.97459
ACTG2,0.079155676,0.079155676,0.08514492,0.1963947,0.26451614,0.3756806,0.07644991,0.08555134,0.09356223,0.12549642
ACTL6A,8.958663,8.958663,8.341485,8.880456,6.239631,5.5127044,5.7390156,7.09886,5.278112,5.7116756
ACTL6B,1.223395,1.223395,1.4556159,1.3462998,0.5953917,1.4827586,0.47363797,1.4667301,1.2454937,1.5424939
ACTL8,1.6235709,1.6235709,1.6041666,1.6812145,1.7788018,2.076225,0.88137084,2.0693917,1.2523605,1.6401906
ACTN1,4.8975375,4.8975375,4.9519926,4.73719165,4.4465437,4.44101635,4.7697712,5.67300435,4.27811185,3.4702144
ACTN2,0.08003519,0.08003519,0.13315217,0.07590133,0.049769588,0.18693286,0.33567664,0.11406845,0.021459227,0.06592534
ACTN3,0.21723837,0.21723837,0.17934781,0.15654649,0.15207373,0.2431942,0.13181019,0.22243348,0.14077252,0.29229546
ACTN4,23.596306,23.596306,18.038948,21.0778,22.079264,26.069872,26.173111,27.376427,26.257511,22.79031
ACTR1A,3.4221637,3.4221637,3.7907608,4.0018973,3.58341,3.3729584,3.4420035,4.991445,4.376824,3.4996028
ACTR1B,4.3421288,4.3421288,4.2916665,4.7789373,4.4995394,4.6215973,4.108963,5.68251,5.1793995,4.4201746
ACTR2,6.230431,6.230431,5.8591484,6.71110085,6.5603689,5.90698735,5.69991255,6.04372695,5.79141625,4.9114373
ACTR3,10.324539,10.324539,9.229167,8.05408,7.400922,6.7377496,7.625659,9.580799,7.435193,6.8498807
ACVR1,0.49692175,0.49692175,0.4347826,0.5189754,0.47004607,0.66606176,0.84007025,0.50095063,0.66008586,0.3884035
ACVR1B,2.25740261666667,2.25740261666667,2.31899139666667,2.10436435,2.08955457833333,2.34029034833333,2.34680713333333,2.24936636666667,2.32632331333333,2.40309762666667
ACVR2A,1.1310468,1.1310468,1.0018115,1.008539,1.2184331,0.3529946,0.83479786,1.230038,1.1759657,0.853058
ACVR2B,0.34300792,0.34300792,0.35688406,0.35958257,0.33179724,0.8684211,0.66432333,0.33555135,0.22317597,0.24384432
ACVRL1,0.850190582,0.850190582,0.478864696666667,0.358950038333333,1.25192013666667,0.422867544666667,0.854715823333333,0.75411919,1.14649498666667,1.71485296666667
ACYP1,1.5646439,1.5646439,1.7173913,1.4667933,1.829493,1.6533575,1.9288225,1.7566541,1.8103004,2.4741857
ACYP2,0.8038699,0.8038699,1.1793478,0.7590133,0.76682025,1.0725952,0.81107205,0.94391644,0.7862661,1.1826845
ADA,2.7453826,2.7453826,2.85461955,2.748577,2.9018433,3.0816699,2.71529,2.3769014,2.1128755,2.49761705
ADAM10,2.46731188333333,2.46731188333333,2.97977046666667,3.22960161,2.48479268666667,2.34845730666667,2.6045695,1.79974660233333,2.083834122,2.39369876666667
ADAM11,0.33069482,0.33069482,0.36594203,0.3633776,0.597235,0.2522686,0.8910369,1.0351712,0.46266097,0.375695
ADAM12,0.073438875,0.073438875,0.4569746335,0.153225807,0.0995391685,0.276315808,0.123462218,0.7000951535,0.4716738175,0.1787132625
ADAM15,10.901496,10.901496,9.265398,11.66129,10.648849,10.682396,10.612477,11.549431,10.646353,10.778396
ADAM17,0.58457932,0.58457932,0.435990346666667,0.64611006,0.589247313333333,0.535087713333333,0.495899236666667,0.429657816666667,0.39027181,0.331215241666667
ADAM18,0.036939315,0.036939315,0.11865942,0.034155596,0.044239633,0.06352087,0.043057997,0.48954377,0.084978536,0.0420969
ADAM19,1.3658752,1.3658752,0.5869565,0.92884254,1.2921659,0.6379311,0.31985942,1.2595057,0.39399144,0.65766484
ADAM2,0.05980651,0.05980651,0.032608695,0.08064516,0.2940092,0.03357532,0.08963093,0.45152095,0.07639485,0.21763304
ADAM20,0.6833773,0.6833773,0.41666666,0.5379507,0.5299539,0.34392017,0.8286468,1.0209126,0.9527897,0.83081806
ADAM21,0.6886544,0.6886544,0.14583333,0.08918406,0.3152074,0.09709619,0.23637961,0.22718632,0.39570814,0.19618745
ADAM22,0.24362358,0.24362358,0.137983085666667,0.308981666666667,0.30015361,0.215970957,0.220855295333333,0.13371357,0.315593698,0.379401646666667
ADAM23,0.115215483,0.115215483,0.15489131,0.1427893775,0.18663594,0.5794011,0.0654657305,0.108840315,0.19055794,0.25615568
ADAM28,0.029023748,0.029023748,0.038043477,0.0654649,0.02764977,0.027223231,0.043057997,0.37642586,0.5424893,0.21842732
ADAM3A,0.141600706666667,0.141600706666667,0.0969202873333333,0.081277674,0.0955453156666667,0.0626134313333333,0.062390154,0.0975918993333333,0.0721030053333333,0.0976965786666667
ADAM5P,0.08795075,0.08795075,0.2871377,0.046489567,0.05437788,0.024500908,0.054481544,0.012357415,0.030901287,0.052422557
ADAM7,0.018469658,0.018469658,0.07608695,0.05313093,0.08110599,0.03720508,0.06942003,0.06273764,0.071244635,0.117553614
ADAM8,1.7642921,1.7642921,1.9519926,1.670778,1.7225806,1.8793105,2.400703,2.8669205,2.6274679,2.0945196
ADAM9,1.1917326,1.1917326,1.1403985,1.8434535,1.4193548,0.9101634,1.4463972,1.1834601,1.0772532,0.841938
ADAMDEC1,0.25593668,0.25593668,0.22554347,0.36527514,0.0718894,0.09437387,0.08787346,0.5551331,0.07639485,0.31930104
ADAMTS2,0.13984169,0.13984169,0.17572463,0.1821632,0.15576036,0.2813067,0.27240774,0.25950572,0.31587982,0.4130262
ADAMTS3,0.44854882,0.44854882,0.553442,0.68595827,0.33271888,0.4183303,0.5834798,0.9961978,0.38025752,0.49404287
ADAMTSL2,5.92876,5.92876,8.665761,6.441177,6.5557604,5.9863887,8.038664,7.0209126,8.502146,5.674345
ADAMTSL3,0.701847,0.701847,0.7137681,0.8149905,0.597235,0.43920147,0.42267132,0.45532325,0.6592275,0.6775218
ADAR,14.737907,14.737907,14.476448,12.913662,12.817511,14.069874,15.059754,16.225286,14.24206,11.521049
ADARB1,1.1688654,1.1688654,1.4338768,1.7685009,1.692166,1.5952814,1.4745167,1.7927759,1.7236052,1.9023033
ADCY1,0.68997368,0.68997368,0.63405795,0.625711575,0.78801843,0.35254086,0.80536022,0.94771874,0.92746786,0.822875265
ADCY10,0.3060686,0.3060686,0.3378623,0.08064516,0.5078341,0.3402904,0.10105448,0.49144492,0.08240344,0.15726766
ADCY2,0.25241867,0.25241867,0.46286228,0.1679317,0.25437787,0.28402904,0.1827768,0.13022815,0.32875535,0.61795074
ADCY3,4.6833773,4.6833773,4.2780795,3.780835,4.345622,3.5898368,3.4042177,4.2385936,3.6703863,3.7315328
ADCY6,18.136326,18.136326,17.757246,18.759012,21.043318,19.520872,15.748681,14.329849,16.98369,11.409849
ADCY7,0.5831135,0.5831135,0.3623188,0.46774194,0.5861751,0.44101635,0.06766256,0.59600765,0.3090129,0.4424146
ADCY8,0.23218998,0.23218998,0.38858697,0.21252371,0.38986173,0.108892925,0.15817223,0.65589356,0.16566522,0.11993646
ADCY9,1.8566405,1.8566405,1.7065216,1.508539,1.3576037,1.3647913,1.7820739,2.0836504,1.606867,1.3852262
ADCYAP1,1.2708883,1.2708883,1.3405796,0.96584445,0.94009215,1.2068965,0.8128295,1.2129278,0.72789705,1.2724384
ADCYAP1R1,1.1275285,1.1275285,0.9248188,0.6593928,0.5852535,0.8439202,0.7214411,0.1378327,0.82575107,0.82049245
ADD1,4.7084433,4.7084433,3.9393114,4.95208725,4.6474653,5.287205,5.21441105,5.4662548,4.89484995,5.41024625
ADD2,1.04485492,1.04485492,1.1630434,0.813093015,1.1718894,1.26361167,1.52811955,1.42680615,1.30000003,1.2370929
ADD3,21.6970115,21.6970115,19.61413,18.7514228,16.6082943,14.3584405,14.6379607,21.3944875,18.8733905,19.39555165
ADH1A,0.089709765,0.089709765,0.167572457,0.219639478,0.29078342,0.318058085,0.2970123,0.240969597,0.1772532065,0.181493235
ADH1B,0.23570801,0.23570801,0.3949275,0.0113852,0.1529954,0.29764065,0.04042179,0.050380234,0.04978541,0.07227959
ADH1C,0.11521549,0.11521549,0.08423913,0.08064516,0.07096774,0.12976407,0.0913884,0.16349812,0.1390558,0.09451945
ADH5,1.28715923,1.28715923,1.696105,1.61195445,1.5926268,1.52223235,1.52240775,1.278992465,1.28154507,1.3506751
ADH6,0.11829376,0.11829376,0.08650362,0.26518026,0.0764976985,0.3561706,0.214411245,0.186311803,0.23433476,0.551628245
ADH7,0.036939315,0.036939315,0.012681159,0.028462999,0.020276498,0.014519057,0.025483305,0.061787076,0.0583691,0.020651309
ADIPOQ,0.092788043,0.092788043,0.0190217385,0.20303606,0.061751154,0.080762255,0.082601056,0.278992415,0.0184549355,0.079825253
ADIPOR2,5.2744064,5.2744064,6.4130435,5.7182164,5.307834,6.477314,5.883128,7.4876432,5.475537,6.517077
ADK,0.65083557,0.65083557,0.76041665,0.5142315,0.45207373,0.46506354,0.44903339,0.63735745,0.59356223,0.700158825
ADM,0.60070366,0.60070366,0.56431156,0.7504744,0.8718894,0.5626134,0.60456944,0.6321293,0.75107294,0.64336777
ADNP,5.2058053,5.2058053,5.3686595,4.2020874,3.5889401,3.917423,3.7521968,4.9724336,4.0412016,3.743447
ADNP2,1.3553212,1.3553212,1.3478261,0.7419355,1.0654378,1.4736842,1.3462214,0.8621673,1.0618025,1.8880063
ADO,2.0580475,2.0580475,1.977355,1.8149905,1.313364,1.8920146,1.1476275,1.8992397,1.0849786,1.288324
ADORA1,0.60246265,0.60246265,1.120471,0.62144214,0.4940092,0.1878403,0.34446397,0.7661597,0.2746781,0.68387604
ADORA2A,1.6798594,1.6798594,2.2572463,3.237192,2.9686637,3.1960075,3.8400702,1.8583652,1.1639485,1.23749
ADORA2A /// SPECC1L,1.6437995,1.6437995,0.8306159,1.7163187,1.7640553,1.7377496,1.9894551,2.869772,2.1991417,1.344718
ADORA2B,1.1591909,1.1591909,1.2844203,1.0967742,1.1797235,1.4392016,1.4059753,1.5551332,1.1948497,1.0285941
ADORA3,0.062445033,0.062445033,0.3668478,0.18690704,0.12626728,0.38747734,0.0913884,0.052281372,0.15879828,0.098490864
ADPRH,0.13368514,0.13368514,0.9782608,0.5948767,0.32073733,0.5480944,0.21704745,0.3526616,0.5665236,0.38046068
ADRA1A,0.23702728,0.23702728,0.4696558,0.1480076025,0.437327185,0.3824864,0.477592225,0.349334625,0.1218884125,0.38204924
ADRA1B,0.40721196,0.40721196,0.7789855,0.3776091,0.7207373,1.1206896,0.3936731,0.3564639,0.8034335,0.45353454
ADRA1D,1.27880389,1.27880389,1.38632247,1.4691651,1.17327192,1.52586215,1.346660735,1.12975295,1.20686693,1.66521045
ADRA2A,0.2691293,0.2691293,0.15851448,0.24193549,0.26543778,0.29128855,0.28822494,0.4077947,0.21802574,0.25099283
ADRA2C,1.2110819,1.2110819,1.1376811,0.83111954,1.2009217,1.2404718,0.5782074,0.87547535,1.1854078,0.6338364
ADRB1,0.11873351,0.11873351,0.36322463,0.4003795,0.10967742,0.37205082,0.09226713,0.14258556,0.29613733,0.46942016
ADRB2,2.2568164,2.2568164,1.8695651,1.8918406,1.7216591,2.238657,1.556239,2.6634984,2.2051501,2.5138998
ADRB3,0.53386104,0.53386104,0.32789853,0.27134725,0.4940092,0.44464612,0.19068542,0.46482894,0.12703863,0.22875297
ADRBK1,11.744944,11.744944,12.536231,12.122391,12.276498,12.260436,11.456062,8.806085,12.661802,13.154884
ADRBK2,0.5817942,0.5817942,0.182518105,0.52703985,0.427649775,0.4201452,0.65685411,0.78089355,0.8729614,0.893963435
ADRM1,11.074759,11.074759,12.043478,14.0056925,13.331798,15.484574,12.975395,15.563689,12.410301,10.195393
ADSL,2.7774847,2.7774847,3.1050723,3.235294,3.384332,2.5671506,3.2469244,3.0865023,2.9690986,2.6139793
ADSS,0.20668426,0.20668426,0.23822463,0.2552182,0.35023043,0.3339383,0.40509665,0.43250954,0.37939915,0.7545671
AEBP1,0.19525068,0.19525068,0.28985506,0.1337761,0.17327188,0.3892922,0.19947276,0.25665402,0.22575107,0.28355837
AES,19.95954325,19.95954325,18.705616,21.017078,18.328111,20.0390205,17.2385765,20.2371695,17.578541,15.3153305
AFAP1,1.6024626,1.6024626,1.4519928,1.1110057,1.3400921,0.86297643,0.9481546,1.5798479,0.9175966,1.6942017
AFF1,2.514951915,2.514951915,1.9406703,2.29554083,2.85898606,2.6506354,2.376098365,2.36834616,2.300000065,1.9281174925
AFF2,0.676927616666667,0.676927616666667,0.90187194,0.813092976666667,0.818740343333333,0.7894737,0.7759227,0.75221805,1.2380544,1.18692081666667
AFF3,0.8293756,0.8293756,0.6376811,3.0132828,1.3585253,0.6569873,0.5404218,0.5503803,0.65493566,0.6457506
AFG3L2,14.459104,14.459104,16.884962,13.481974,15.026729,13.970055,14.708261,20.221485,18.15279,14.339952
AFM,0.009674583,0.009674583,0.22373189,0.15180266,0.09308756,0.16061707,0.18892793,0.029467681,0.030042918,0.06910246
