29	ALOX15	148	ERG	-0.0379760894669923
30	ALOX15B	35	ANPEP	-0.132709458603071
30	ALOX15B	148	ERG	0.00625558912758811
35	ANPEP	30	ALOX15B	-0.132709458603071
148	ERG	29	ALOX15	-0.0379760894669928
148	ERG	30	ALOX15B	0.00625558912758818
148	ERG	153	F5	-8.02573098387338e-05
148	ERG	176	GHR	-0.00409144183000691
148	ERG	199	HPGD	0.0456069227820235
148	ERG	310	PLA2G7	-0.107082181315908
153	F5	148	ERG	-8.02573098387367e-05
176	GHR	148	ERG	-0.00409144183000686
199	HPGD	148	ERG	0.0456069227820236
213	IL6	214	IL8	-0.0421254329199209
213	IL6	313	PLAUR	-0.013276851482732
214	IL8	213	IL6	-0.0421254329199209
237	KRT5	402	TRIM29	-0.0515710132129566
310	PLA2G7	148	ERG	-0.107082181315908
313	PLAUR	213	IL6	-0.013276851482732
353	SERPINB5	402	TRIM29	-0.0809678893595436
402	TRIM29	237	KRT5	-0.0515710132129517
402	TRIM29	353	SERPINB5	-0.0809678893595435
