1	ABCA5	71	CD14	0.00973391772977223
1	ABCA5	281	NFKBIB	0.0277844373957172
1	ABCA5	306	PIK3R2	0.0417455314942445
29	ALOX15	148	ERG	-0.103217992926472
30	ALOX15B	35	ANPEP	-0.210275171239916
30	ALOX15B	94	CNTNAP2	-0.0466789071362445
30	ALOX15B	148	ERG	0.0396398879626327
30	ALOX15B	175	GDF15	-0.000889568665971672
30	ALOX15B	276	NAT1	-0.011689852256712
35	ANPEP	30	ALOX15B	-0.21027516003695
35	ANPEP	148	ERG	0.00265416828985957
71	CD14	1	ABCA5	0.00973391811962248
94	CNTNAP2	30	ALOX15B	-0.0466789087016513
94	CNTNAP2	148	ERG	0.00732404925487342
148	ERG	29	ALOX15	-0.103217992224357
148	ERG	30	ALOX15B	0.0396398490423781
148	ERG	35	ANPEP	0.00265417326652303
148	ERG	94	CNTNAP2	0.00732405167659107
148	ERG	153	F5	-0.0434147472316271
148	ERG	176	GHR	-0.0699528752657652
148	ERG	199	HPGD	0.0947012219731336
148	ERG	276	NAT1	0.0304222056106253
148	ERG	310	PLA2G7	-0.173905790724093
153	F5	148	ERG	-0.0434148071409621
153	F5	310	PLA2G7	-0.0186349360973414
155	FABP4	185	GREM1	-0.00332441667744863
156	FASN	175	GDF15	-0.00877641386225949
156	FASN	200	HPN	-0.0866707584593967
156	FASN	317	PLN	0.0129972070786135
161	FGFR2	402	TRIM29	-0.0518997121459737
165	FOLH1	200	HPN	-0.027257033181112
165	FOLH1	317	PLN	0.0174365597552591
175	GDF15	30	ALOX15B	-0.000889564268643375
175	GDF15	156	FASN	-0.00877638722347601
175	GDF15	200	HPN	-0.0651449699257086
176	GHR	148	ERG	-0.0699528801290865
185	GREM1	155	FABP4	-0.00332441667744863
199	HPGD	148	ERG	0.0947012228595003
200	HPN	156	FASN	-0.0866707604367494
200	HPN	165	FOLH1	-0.0272570332807628
200	HPN	175	GDF15	-0.0651449695515256
204	IER3	313	PLAUR	-0.000266002273155971
213	IL6	214	IL8	-0.135505620985271
213	IL6	313	PLAUR	-0.0873626447316854
214	IL8	213	IL6	-0.1355056209817
236	KRT15	237	KRT5	-0.067437462872668
236	KRT15	402	TRIM29	-0.0561555568306876
237	KRT5	236	KRT15	-0.0674374628713479
237	KRT5	402	TRIM29	-0.135276865916268
264	MMP7	343	RARRES1	-0.0656457396041059
276	NAT1	30	ALOX15B	-0.0116898505089233
276	NAT1	148	ERG	0.0304222079529282
281	NFKBIB	1	ABCA5	0.0277844372135685
281	NFKBIB	306	PIK3R2	-0.0103840104635171
300	PDK4	306	PIK3R2	0.0110687290864416
306	PIK3R2	1	ABCA5	0.0417455312183752
306	PIK3R2	281	NFKBIB	-0.0103840104682693
306	PIK3R2	300	PDK4	0.0110687290864787
306	PIK3R2	317	PLN	0.042968521667866
310	PLA2G7	148	ERG	-0.173905786453007
310	PLA2G7	153	F5	-0.0186349363535128
313	PLAUR	204	IER3	-0.00026600227318178
313	PLAUR	213	IL6	-0.0873626444537672
317	PLN	156	FASN	0.0129972281673177
317	PLN	165	FOLH1	0.0174365712294102
317	PLN	306	PIK3R2	0.0429685215507462
343	RARRES1	264	MMP7	-0.065645739604106
353	SERPINB5	402	TRIM29	-0.160450366829064
402	TRIM29	161	FGFR2	-0.0518997142717439
402	TRIM29	236	KRT15	-0.056155550864546
402	TRIM29	237	KRT5	-0.135276866857155
402	TRIM29	353	SERPINB5	-0.16045036748092
