GSM476081,GSM476082,GSM476083,GSM476084,GSM476085,GSM476086,GSM476087,GSM476088,GSM476089,GSM476090,GSM476091,GSM476092,GSM476093,GSM476094,GSM476095,GSM476096
14.43059035,14.49660527,14.41263465,14.45056042,13.93395562,14.17025835,14.12769524,14.21436652,14.34618461,14.28738941,14.28640378,14.27345331,14.02782867,14.03930319,14.09259804,14.03562931
10.5609973,10.47942118,10.66616897,10.70324402,11.0943554,10.98586424,10.91399161,11.06100793,10.36306826,10.41955493,10.50929651,10.40064454,11.42641647,11.44450835,11.29366634,11.71841289
12.46325943,12.56218863,12.41522562,12.53360325,11.6157986,11.53081063,11.42004647,11.460447,12.48822495,12.130956,12.26297495,12.29033394,11.99759058,12.0908561,11.87631176,12.1088154
13.65326921,13.50076037,13.62023919,13.45954987,12.77986783,12.62070411,12.86800393,12.6189724,12.93299494,13.05359054,13.05061577,12.84982469,12.88762313,12.73715995,12.82790994,12.54092939
13.19836392,13.0366953,13.14215128,13.09697242,13.27756113,13.11421819,13.23491197,13.31528298,12.99206584,13.01574501,12.89933658,12.72956789,13.21551572,13.06740341,13.03008885,12.94707122
13.54635341,13.70446498,13.53847948,13.63823188,12.97921268,13.19774711,13.05209734,13.03455598,13.42290482,13.38310251,13.51788228,13.4342068,13.37041533,13.43805958,13.45672898,13.27771801
11.96140756,11.99887527,12.07949864,12.07990414,13.01971372,13.0305954,12.94151553,13.08703525,12.62700398,12.69437789,12.69270409,12.76335034,12.63012306,12.54422383,12.70257297,12.546149
11.60807142,11.5522906,11.65454607,11.68994639,11.95001376,11.95747805,11.85618282,11.97755112,11.7718997,11.94610634,11.69756857,11.80990633,11.66480698,11.73342017,11.76492321,11.73380345
12.49469789,12.4730028,12.46507896,12.36853038,13.12412626,13.16520136,13.13160474,13.30486552,13.15031715,13.14489981,13.11487338,13.11899113,12.98546599,12.88224953,13.0145093,13.04574848
11.87892202,11.95995381,11.86108733,11.91019275,10.59401914,10.98260813,10.32033521,10.67209878,11.22563883,11.14158467,11.2117779,11.18850707,11.7027448,11.86505395,11.58063159,12.10027203
12.76040372,12.61961987,12.70566399,12.7936799,13.85071595,14.14533533,14.11040701,14.10326879,13.52818679,13.56303503,13.68576463,13.72841382,13.76297707,13.7010549,13.66956506,13.8336837
14.68319921,14.42431272,14.66238578,14.85813815,13.51174547,13.68834446,13.45681696,13.66528175,14.18669369,14.36559839,14.29564873,14.55018081,14.36228431,14.51041638,14.38785779,14.72446728
13.93265714,13.96269763,14.10186115,13.95223093,13.62992304,13.7671671,13.75763255,13.68444268,13.42530802,13.26620638,13.50299491,13.26976238,12.85227292,12.8632031,12.89480305,12.79557331
12.42973148,12.46737025,12.42686287,12.36226724,12.125714,11.97824826,11.86311756,11.95775951,12.32192607,12.19153958,12.0844931,12.09355269,12.47432556,12.45537653,12.23459672,12.58339999
5.74423092,6.603314067,5.953709067,5.544250142,3.641906737,4.293655385,3.885664723,3.025305465,5.327471572,5.243144737,5.544313531,5.352245592,4.380775545,4.795516421,4.981399125,3.885664723
12.55877971,12.66776265,12.56688602,12.48091748,13.27041107,13.05853952,13.10124058,13.15319488,12.73707902,12.72876029,12.65657463,12.79787957,12.97813561,12.88380214,12.96423185,12.91534067
14.16481992,14.15960741,14.14908793,14.2143351,13.63564247,13.80159133,13.67286925,13.83986234,14.08282045,14.00886049,14.10102916,14.07534727,13.88791871,14.03795885,14.00183544,14.09978818
12.82365343,12.88074502,12.66439251,13.13574398,11.48179393,11.75945768,11.57046062,11.60744872,12.69089278,12.26490996,12.32302054,12.65424062,10.03565895,9.970171613,10.01063175,10.03332902
13.99544281,13.99499361,14.06412566,14.100903,13.70293656,13.81561017,13.75843847,13.70511078,13.85687744,13.79113192,13.88650973,13.85261175,13.59801975,13.76071632,13.78354647,13.58158608
12.3886118,12.58526731,12.5017624,12.6426153,11.65871039,11.96860904,12.00691642,11.9451707,12.03031425,12.00305205,12.05163676,12.04183868,11.65754464,11.82863087,12.03570313,11.87199179
9.807606123,9.838466892,9.961359764,9.929250715,10.16822056,10.19719584,9.886759223,9.972216165,9.756668937,9.704141487,9.75394921,9.807872548,10.04539953,10.37122304,10.35404417,10.30234962
14.35882078,14.4301911,14.35867249,14.63863874,14.90301767,15.17676343,14.96467646,15.23415448,14.9292986,14.9186565,14.75963422,15.08298039,15.34334694,15.3759888,15.43123882,15.50158603
15.08472389,15.19837653,15.17337648,15.17359711,14.99855086,15.04708056,14.97877488,14.88375683,15.07750618,15.04375191,15.03561727,15.0674892,15.09671042,15.15894255,15.1246559,15.19414826
13.87067942,13.92219909,13.88448381,13.96699232,13.667753,13.69205329,13.57062991,13.68336914,13.76268389,13.71248213,13.72469018,13.72737745,13.86847034,13.93755777,13.86021734,14.0246102
14.24582462,14.13209634,14.20220306,14.10467847,14.50898883,14.38378541,14.59632071,14.60933745,14.05629143,14.03807864,13.9841207,13.75269869,14.25555359,14.15265579,13.96697451,14.03583699
12.96166118,13.12912039,12.88632811,12.88473382,12.2006107,12.43432169,12.21896862,12.17235434,12.75302939,12.70704474,12.85389623,12.55938258,11.99917476,12.15956814,12.0886202,11.89626808
11.57779152,11.40255492,11.66849293,11.70386969,11.49681702,11.45071329,11.49364115,11.44564246,11.91222859,11.93041283,11.7263493,12.05133987,10.70808327,10.54308699,10.74167148,10.65867428
7.272497748,6.735965269,6.482661781,6.310388833,10.58378743,10.58426266,10.70477295,10.16438846,8.2004076,8.188695847,8.466799344,7.712228514,7.650950695,7.526282999,7.995024812,7.652189614
5.870639017,6.17474381,6.641269226,6.246569335,5.208658027,4.821805581,4.843269733,5.199642117,5.426030895,4.936392149,5.882524948,5.520142192,3.460147663,3.904903279,4.13644093,4.450203371
9.573813483,8.915913817,9.565303313,9.559114321,10.46674815,9.946523709,10.34500839,10.17431485,9.883483528,10.00399931,10.05101378,9.957413586,9.908516193,9.805844435,9.408363015,9.436318796
14.91062588,15.04357891,15.02379107,15.03445702,14.37043511,14.62392743,14.45793383,14.63124562,14.95262532,14.82636471,14.88973407,14.90757547,14.82218949,14.98744588,14.84800352,14.84874948
12.13579479,12.45205876,12.3198879,12.42421829,12.70483679,13.03054629,12.75007839,13.10784606,13.09285709,12.85734832,12.91201846,13.12046708,13.07816406,13.20944879,13.34638601,13.20344621
15.01827793,15.02265022,14.97331554,15.02845286,14.73465981,14.86717359,14.78824985,14.84714165,14.8836748,14.95214183,14.92837125,15.00001085,14.66717658,14.7398569,14.80569009,14.74900202
11.80368026,11.81939878,11.82204879,11.82023413,12.45317877,12.54844492,12.44989104,12.57483765,12.04300836,12.15917608,12.18872011,12.28180501,12.51582647,12.44773139,12.465132,12.46095037
10.94200347,10.87860576,10.8051485,10.90306962,9.562030334,9.928220475,10.07808696,10.03788839,10.4028641,10.26249087,10.55624229,10.82405402,10.11883883,10.11978048,10.23310201,10.62294663
10.72792045,10.23082919,10.35959017,10.59620752,12.06752988,11.42218955,11.79582537,11.56625912,10.76200734,11.27440942,10.97420247,10.98485911,11.72563712,11.26165709,11.600389,11.57597289
10.00442852,10.01468578,10.0225562,10.02791863,11.42934009,11.58960499,11.43054116,11.64494635,10.58810907,10.64305142,10.55488756,10.70748763,11.27810813,11.16030666,11.24839102,11.2881722
13.19612013,12.87530807,13.00549372,12.99904005,13.77995871,13.76973806,13.75089391,13.67112302,13.42287745,13.34893973,13.32366573,13.52918913,13.31382181,13.17755285,13.17333128,13.34459165
11.41149613,11.28952887,11.33866911,11.49365397,12.07551739,11.64183993,11.79500431,11.71440825,11.64668158,11.66672785,11.42169389,11.74027752,11.88674582,11.9431098,11.98362027,12.23612361
12.33020835,12.01873162,12.32639067,12.29955653,13.18353264,13.02151824,12.99987977,13.18160694,12.85169816,12.95588666,12.89242704,12.96608746,12.56016328,12.50463559,12.74282808,12.7637161
11.12484916,11.16478361,11.05920457,11.16067679,11.84918146,11.69721557,11.62871291,11.82266961,10.745425,10.8306585,10.78978132,10.70997977,11.77818725,11.71042771,11.71996457,11.94132038
13.43957285,13.62130847,13.52594949,13.51518946,13.37598261,13.44734821,13.42778044,13.32118961,13.37730139,13.37835406,13.46851239,13.27857489,13.21461643,13.13565835,13.38032648,12.98108411
12.52188842,12.10749142,12.30060876,12.35774128,11.85401412,11.8511206,11.79120725,11.84104236,13.00433802,12.94495955,12.81457196,13.15787707,11.78870275,11.66108324,11.73491194,11.71112199
12.89664408,12.79928773,12.83977443,13.14218486,11.72706249,11.78851186,11.76365726,11.86475644,13.32687974,13.1769055,13.0735554,13.43035319,11.92537318,11.94664023,12.0256699,12.03998238
12.97974653,12.94553403,13.01130703,12.8725704,13.78617124,13.61409443,13.64148171,13.66381392,13.17972671,13.22417306,13.18906749,13.12570326,13.51428772,13.49318304,13.55456728,13.52648179
13.78967099,13.77607282,13.90230576,13.8394395,12.36595018,13.50311703,12.62592395,13.43544553,13.51090436,13.40662606,13.56314585,13.64100656,13.36715336,13.51883828,13.35859802,13.76598494
11.27836816,11.01593989,11.08301898,11.04385639,12.79057125,12.56171177,12.72368369,12.53448505,12.3121378,12.7602153,12.48709491,12.50226048,12.57807757,12.3666559,12.61656193,12.53834297
13.91286981,13.76245418,13.92079021,13.85835737,14.42069045,14.47625132,14.3934506,14.50500595,13.97638813,14.04658242,13.95238173,14.05247363,14.28296143,14.20846034,14.32109878,14.23379515
14.11390037,13.96808045,13.87080884,13.94438937,14.65188395,14.56620749,14.67058113,14.67251021,14.24345625,14.44544538,14.15258219,14.39519011,14.58405979,14.42503215,14.56420835,14.64218255
10.99957117,11.39051875,11.37047459,11.35557006,11.44544386,11.51217836,11.38389816,11.60147779,11.76325211,11.5054488,11.56792058,11.57583301,11.1560385,11.36066029,11.08527008,11.38264104
7.182927023,7.815549696,7.284127466,7.309785334,7.455852932,8.004038875,6.742023136,7.681505725,6.286192444,6.65209117,6.664898116,6.768611484,8.048737559,7.773264985,8.396486158,7.811665866
12.44496339,12.40426432,12.67623219,12.51032666,12.30931734,12.36604917,12.3709691,12.35813255,12.29472541,12.34303621,12.40214683,12.34574692,12.32320259,12.35545517,12.39846891,12.35920245
8.696474294,8.635519494,9.136356274,8.459645554,11.4056478,11.32042586,11.20423585,11.61648908,9.297560341,9.590539881,9.695267502,9.272463658,11.43617002,11.22116184,11.33878946,11.32779178
8.513507911,8.147396383,8.490191804,8.664591463,10.94737654,11.49209746,11.25723244,11.55877546,9.194289792,9.351261698,9.637233333,9.548312994,11.49298719,11.37555926,11.29641834,11.46709323
10.71190056,10.70001864,10.7435876,10.76944113,11.96850312,11.80298061,11.68829058,12.01102149,10.98131977,11.123026,11.13927692,10.93445075,11.52027582,11.42462527,11.35532699,11.31386717
15.34423594,15.33825732,15.34387163,15.28827932,15.54814683,15.6075465,15.58176522,15.49200571,15.38494446,15.41604185,15.39340095,15.42682852,15.44803534,15.44651519,15.53232028,15.45816452
10.46230042,10.61638969,10.61253993,10.73590317,12.30498827,12.951341,12.71315332,13.04066294,11.27419282,11.2571683,11.04143703,11.47426025,12.8136091,12.76701418,12.7877347,13.00146601
9.86739556,9.740290034,9.848420128,9.810420562,9.762949321,9.950104459,9.840788234,9.993759534,10.66911465,10.85077255,10.73164584,10.46361895,9.836751856,10.1085374,9.876068789,9.94973676
12.43011711,12.55666785,12.68445115,12.49434535,12.4314219,12.52414314,12.48771574,12.57552729,12.0947271,12.117026,12.35373924,12.21015815,12.69010383,12.7672042,12.66956922,12.73195968
10.58854212,10.88822672,10.66753894,10.65552532,11.93458999,12.19923786,12.16599174,12.07742278,11.36451451,11.23930167,11.25303216,11.02700174,11.87749377,11.80154002,11.86299858,11.68673866
14.30484698,14.02303199,13.98943374,14.19195702,14.74959679,14.61897752,14.76449372,14.8504802,14.31660994,14.50926682,14.32564753,14.46989958,14.57891181,14.43076647,14.65454649,14.46512275
10.19650173,9.797042511,9.993754056,10.0859536,10.44038325,10.26627941,10.51084049,10.52338973,10.16156901,10.33184084,10.31843061,10.46911994,9.805119399,9.674542881,9.780124346,9.918378664
11.65621105,11.29856916,11.36663133,11.56984738,11.14334893,11.1899461,11.23366829,11.56023645,10.95538219,11.02365652,11.24814977,11.0220049,11.62210874,11.47745676,11.28979373,11.64856164
12.54432137,12.48741307,12.45507515,12.63287758,12.82573852,12.94349374,12.80942821,12.87210256,12.93708269,12.85310738,12.67155908,12.92445225,12.62039791,12.60220474,12.69650732,12.76447386
11.39197073,11.42652223,11.56508531,11.69264737,13.0693955,13.08889859,13.12376251,13.18756762,11.91599245,11.87824671,11.8858431,11.78380288,12.96520632,13.06736473,12.90888006,13.02806565
8.621322619,8.362430294,9.014501516,8.603695011,6.769261475,7.841029799,8.10885833,8.095308842,8.041048628,7.99265147,8.410344321,7.873137627,8.082177794,7.90352445,7.85386871,7.896077509
9.587699398,10.10353788,10.00709683,9.682285664,8.450727853,8.350540591,8.753490319,8.778437041,9.291187879,9.205017903,9.232753402,8.543184578,9.465538503,9.507109699,8.694339309,8.410692917
13.05793811,12.9454052,12.87852559,12.95727669,13.13278082,12.97919683,13.04111884,13.13075825,13.05835451,13.16447158,13.06654383,13.19559745,13.03658926,13.0263524,12.92354711,13.0445669
12.49604516,12.63810645,12.59620943,12.65999287,11.49576524,11.89208379,11.69628871,11.95775517,12.26004158,12.01178868,12.20990575,12.24256655,12.469492,12.68369101,12.4464838,12.79390098
13.96599106,14.02981178,13.98803668,14.05678509,13.76676195,14.12092748,14.17463269,14.0960476,13.29466908,13.34272518,13.53152187,13.39543091,13.76823146,13.71863249,13.86775597,13.78775034
14.18017556,14.39230631,14.19349706,14.1874823,13.32677835,13.70050793,13.5025668,13.55449172,14.08959668,14.04208365,14.13223865,13.86282964,13.69438185,13.90692904,13.56307038,13.48703309
10.88049052,11.20195023,10.78394546,11.11884354,9.337878209,9.717526581,9.451169007,9.677877478,10.8000716,10.76737435,10.48232929,10.7708639,9.409979479,9.867598806,9.601882729,9.987672308
13.19288002,13.27739969,13.30455754,13.26499269,12.66578066,12.90856037,12.77446198,13.08268305,13.16418077,12.95815679,13.1202612,12.93378377,13.34851913,13.50615135,13.21190102,13.52396488
8.32124888,9.003148488,8.662951619,8.651359042,10.30752457,10.12660594,10.30264518,10.8020453,9.300746509,9.361716878,9.53373916,9.177227365,10.48299157,10.37720169,10.50041822,10.19717597
13.43946914,13.52537146,13.54839034,13.55362229,11.88493349,12.42384462,12.27966339,12.43089334,12.69538366,12.36313605,12.56658426,12.7596695,11.41874361,11.56142429,11.62054272,11.92297749
13.6047737,13.48157256,13.70635807,13.75993026,12.53313061,12.14149774,12.43885148,12.18777995,12.63719065,12.53868367,13.02661413,13.1128364,11.76451188,11.44930532,11.85904455,11.76029572
14.39530765,14.51534281,14.62827212,14.46746948,13.64852916,13.77697078,13.77202178,13.6937878,14.4138865,14.32339015,14.41293126,14.24602113,13.77268307,13.99491372,13.84978717,13.6843544
12.84079404,13.24070406,12.89431287,12.92787543,12.13206799,11.82585865,11.68215643,11.34818618,12.77992861,12.64846738,12.67246686,12.35460604,11.80083336,11.89901419,11.87948128,11.46549077
13.88632814,14.08314578,13.99927154,13.89845348,13.16931268,13.15039735,13.21272365,13.07798158,13.85899419,13.71318115,13.86422101,13.54811802,12.91357236,12.95146295,12.8547013,12.76521235
11.77299331,11.71942492,11.70317489,11.6945751,12.00057559,12.30947882,12.21275227,12.29046073,12.0603733,11.90955862,12.01827345,12.0342076,11.99832947,12.08654098,11.93675254,12.12768674
12.21502311,12.23579017,12.23811486,12.21450288,11.82692293,12.03668298,11.83108443,11.99116449,11.98641679,12.01545241,11.99612335,11.80448729,11.91191369,12.02346317,11.96225741,11.79045115
8.771737538,8.480262798,8.67100868,9.263668713,13.81549982,14.13045601,13.88107519,14.02616277,12.51967769,12.73219422,12.54892243,12.33796237,13.70813212,13.75570819,13.61632062,13.48670346
12.439676,12.56071325,12.50329687,12.37797139,13.08910966,13.0279332,13.03022884,12.9814928,12.54358271,12.57061529,12.58086433,12.64980526,12.67763861,12.59542466,12.80670632,12.68287255
9.902163776,9.958345506,9.904910928,9.90652909,9.722944924,9.637186195,9.404680283,9.33570541,10.03074045,10.10546649,10.13954763,10.34470937,8.72788527,8.624414484,8.457854262,8.853615175
11.32071326,11.00084038,11.37341803,11.26949886,10.61573979,10.27935865,10.67184426,10.74992934,10.80701198,10.95732772,10.86464925,10.37470791,10.22424552,10.22616333,9.683948732,10.16730508
8.209033724,8.190126041,8.470451018,8.534605214,7.44171971,8.148214092,7.718453998,8.007354025,8.042020667,7.751397862,7.949195108,7.950478997,8.668400663,9.177033342,8.623178214,9.116600452
14.03481128,13.99661191,14.04466832,14.04881034,13.78107307,13.60493956,13.49172161,13.6566477,13.84716727,13.81775665,13.90861978,13.83781179,13.86278965,13.9372555,13.84783911,13.9999275
14.06968962,14.11865251,14.13692707,14.18305047,13.68601311,13.63269715,13.54608434,13.73924707,14.03325027,13.90039851,14.02875962,14.08069218,13.86032489,13.99049063,13.81963688,14.00653378
13.9862119,14.13194059,14.08222195,14.02533805,13.03043306,13.36381813,13.3199502,13.19783814,13.94186019,13.81781026,13.94584534,13.82599532,13.53348678,13.75421907,13.72919462,13.68150012
11.9904345,12.16130513,12.19964318,12.14719515,7.511058618,8.58827054,8.798713006,8.614331925,11.73224186,11.09123172,11.48027196,11.62543359,7.657413368,7.430659145,8.312793667,6.634704694
13.89643281,13.79928436,13.77397652,13.79497201,13.41706316,13.49526853,13.61440139,13.4235588,13.57572757,13.60500953,13.52868848,13.54931686,13.36296323,13.3218296,13.31836029,13.36309208
12.10657303,11.67739107,12.08697808,11.65172627,14.46414098,14.60864446,14.51839303,14.73074666,13.00206044,13.14726118,13.26940262,12.93784672,14.26350537,14.21639929,14.17598731,14.22170127
7.94612117,8.240980702,7.31157854,7.600107886,9.76619236,9.429492577,9.894652429,9.500207568,8.423556411,8.948315535,8.556472713,8.797948186,9.058249396,8.436574256,9.324776316,8.879962645
13.98052251,13.95707276,13.80695494,14.12292034,13.14712863,12.94444181,13.30927588,12.9825469,13.31277939,13.34752409,13.15264123,13.28425117,13.12442216,12.89430514,13.04074429,12.79034764
14.97785643,14.79787081,14.99666098,14.94835816,14.03600029,14.14547853,13.84897677,14.18424509,14.61001187,14.80914044,14.83534064,14.66125591,14.5835591,14.70405651,14.60156137,14.86350928
8.862114712,8.871249724,8.890282247,8.776256333,7.297468445,8.176854542,8.0840004,8.464401884,8.817571711,8.684982665,8.772603302,8.626053673,8.344588485,8.171910405,8.546271426,8.601555032
13.42244741,13.40617636,13.42886889,13.49750699,13.1178322,13.26794917,13.19454919,13.32944391,13.34304299,13.27725325,13.33558769,13.36466354,13.49464271,13.61397748,13.43640298,13.70572744
