,GSM1028285,GSM1028286,GSM1028287,GSM1028288,GSM1028289,GSM1028290,GSM1028291,GSM1028292,GSM1028293,GSM1028294,GSM1028295,GSM1028296,GSM1028297,GSM1028298,GSM1028299,GSM1028300,GSM1028301,GSM1028302,GSM1028303,GSM1028304,GSM1028305,GSM1028306,GSM1028307,GSM1028308,GSM1028309,GSM1028310,GSM1028311,GSM1028312,GSM1028313,GSM1028314,GSM1028315,GSM1028316,GSM1028317,GSM1028318,GSM1028319,GSM1028320,GSM1028321,GSM1028322,GSM1028323,GSM1028324,GSM1028325,GSM1028326,GSM1028327,GSM1028328,GSM1028329,GSM1028330,GSM1028331,GSM1028332,GSM1028333,GSM1028334,GSM1028335,GSM1028336,GSM1028337,GSM1028338,GSM1028339,GSM1028340,GSM1028341,GSM1028342,GSM1028343,GSM1028344,GSM1028345,GSM1028346,GSM1028347,GSM1028348,GSM1028349,GSM1028350,GSM1028351,GSM1028352,GSM1028353,GSM1028354,GSM1028355,GSM1028356,GSM1028357,GSM1028358,GSM1028359,GSM1028360,GSM1028361,GSM1028362,GSM1028363,GSM1028364,GSM1028365,GSM1028366,GSM1028367,GSM1028368,GSM1028369,GSM1028370,GSM1028371,GSM1028372,GSM1028373,GSM1028374,GSM1028375,GSM1028376,GSM1028377,GSM1028378,GSM1028379,GSM1028380,GSM1028381,GSM1028382,GSM1028383,GSM1028384,GSM1028385,GSM1028386,GSM1028387,GSM1028388,GSM1028389,GSM1028390,GSM1028391,GSM1028392,GSM1028393,GSM1028394,GSM1028395,GSM1028396,GSM1028397,GSM1028398,GSM1028399,GSM1028400,GSM1028401,GSM1028402,GSM1028403,GSM1028404,GSM1028405,GSM1028406,GSM1028407,GSM1028408,GSM1028409,GSM1028410,GSM1028411,GSM1028412,GSM1028413,GSM1028414,GSM1028415,GSM1028416,GSM1028417,GSM1028418,GSM1028419,GSM1028420,GSM1028421,GSM1028422,GSM1028423,GSM1028424,GSM1028425,GSM1028426,GSM1028427,GSM1028428,GSM1028429,GSM1028430,GSM1028431,GSM1028432,GSM1028433,GSM1028434,GSM1028435,GSM1028436,GSM1028437,GSM1028438,GSM1028439,GSM1028440,GSM1028441,GSM1028442,GSM1028443,GSM1028444,GSM1028445,GSM1028446,GSM1028447,GSM1028448,GSM1028449,GSM1028450,GSM1028451,GSM1028452,GSM1028453,GSM1028454,GSM1028455,GSM1028456,GSM1028457,GSM1028458,GSM1028459,GSM1028460,GSM1028461,GSM1028462,GSM1028463,GSM1028464,GSM1028465,GSM1028466,GSM1028467,GSM1028468,GSM1028469,GSM1028470,GSM1028471,GSM1028472,GSM1028473,GSM1028474,GSM1028475,GSM1028476,GSM1028477,GSM1028478,GSM1028479,GSM1028480,GSM1028481,GSM1028482,GSM1028483,GSM1028484,GSM1028485,GSM1028486,GSM1028487,GSM1028488,GSM1028489,GSM1028490,GSM1028491,GSM1028492,GSM1028493,GSM1028494,GSM1028495,GSM1028496,GSM1028497,GSM1028498,GSM1028499,GSM1028500,GSM1028501,GSM1028502,GSM1028503,GSM1028504,GSM1028505,GSM1028506,GSM1028507,GSM1028508,GSM1028509,GSM1028510,GSM1028511,GSM1028512,GSM1028513,GSM1028514,GSM1028515,GSM1028516,GSM1028517,GSM1028518,GSM1028519,GSM1028520,GSM1028521,GSM1028522,GSM1028523,GSM1028524,GSM1028525,GSM1028526,GSM1028527,GSM1028528,GSM1028529,GSM1028530,GSM1028531,GSM1028532,GSM1028533,GSM1028534,GSM1028535,GSM1028536,GSM1028537,GSM1028538,GSM1028539,GSM1028540,GSM1028541,GSM1028542,GSM1028543,GSM1028544,GSM1028545,GSM1028546,GSM1028547,GSM1028548,GSM1028549,GSM1028550,GSM1028551,GSM1028552,GSM1028553,GSM1028554,GSM1028555,GSM1028556,GSM1028557,GSM1028558,GSM1028559,GSM1028560,GSM1028561,GSM1028562,GSM1028563,GSM1028564,GSM1028565,GSM1028566,GSM1028567,GSM1028568,GSM1028569,GSM1028570,GSM1028571,GSM1028572,GSM1028573,GSM1028574,GSM1028575,GSM1028576,GSM1028577,GSM1028578,GSM1028579,GSM1028580,GSM1028581,GSM1028582,GSM1028583,GSM1028584,GSM1028585,GSM1028586,GSM1028587,GSM1028588,GSM1028589,GSM1028590,GSM1028591,GSM1028592,GSM1028593,GSM1028594,GSM1028595,GSM1028596,GSM1028597,GSM1028598,GSM1028599,GSM1028600,GSM1028601,GSM1028602,GSM1028603,GSM1028604,GSM1028605,GSM1028606,GSM1028607,GSM1028608,GSM1028609,GSM1028610,GSM1028611,GSM1028612,GSM1028613,GSM1028614,GSM1028615,GSM1028616,GSM1028617,GSM1028618,GSM1028619,GSM1028620,GSM1028621,GSM1028622,GSM1028623,GSM1028624,GSM1028625,GSM1028626,GSM1028627,GSM1028628,GSM1028629,GSM1028630,GSM1028631,GSM1028632,GSM1028633,GSM1028634,GSM1028635,GSM1028636,GSM1028637,GSM1028638,GSM1028639,GSM1028640,GSM1028641,GSM1028642,GSM1028643,GSM1028644,GSM1028645,GSM1028646,GSM1028647,GSM1028648,GSM1028649,GSM1028650,GSM1028651,GSM1028652,GSM1028653,GSM1028654,GSM1028655,GSM1028656,GSM1028657,GSM1028658,GSM1028659,GSM1028660,GSM1028661,GSM1028662,GSM1028663,GSM1028664,GSM1028665,GSM1028666,GSM1028667,GSM1028668,GSM1028669,GSM1028670,GSM1028671,GSM1028672,GSM1028673,GSM1028674,GSM1028675,GSM1028676,GSM1028677,GSM1028678,GSM1028679,GSM1028680,GSM1028681,GSM1028682,GSM1028683,GSM1028684,GSM1028685,GSM1028686,GSM1028687,GSM1028688,GSM1028689,GSM1028690,GSM1028691,GSM1028692,GSM1028693,GSM1028694,GSM1028695,GSM1028696,GSM1028697,GSM1028698,GSM1028699,GSM1028700,GSM1028701,GSM1028702,GSM1028703,GSM1028704,GSM1028705,GSM1028706,GSM1028707,GSM1028708,GSM1028709,GSM1028710,GSM1028711,GSM1028712,GSM1028713,GSM1028714,GSM1028715,GSM1028716,GSM1028717,GSM1028718,GSM1028719,GSM1028720,GSM1028721,GSM1028722,GSM1028723,GSM1028724,GSM1028725,GSM1028726,GSM1028727,GSM1028728,GSM1028729,GSM1028730,GSM1028731,GSM1028732,GSM1028733,GSM1028734,GSM1028735,GSM1028736,GSM1028737,GSM1028738,GSM1028739,GSM1028740,GSM1028741,GSM1028742,GSM1028743,GSM1028744,GSM1028745,GSM1028746,GSM1028747,GSM1028748,GSM1028749,GSM1028750,GSM1028751,GSM1028752,GSM1028753,GSM1028754,GSM1028755,GSM1028756,GSM1028757,GSM1028758,GSM1028759,GSM1028760,GSM1028761,GSM1028762,GSM1028763,GSM1028764,GSM1028765,GSM1028766,GSM1028767,GSM1028768,GSM1028769,GSM1028770,GSM1028771,GSM1028772,GSM1028773,GSM1028774,GSM1028775,GSM1028776,GSM1028777,GSM1028778,GSM1028779,GSM1028780,GSM1028781,GSM1028782,GSM1028783,GSM1028784,GSM1028785,GSM1028786,GSM1028787,GSM1028788,GSM1028789,GSM1028790,GSM1028791,GSM1028792,GSM1028793,GSM1028794,GSM1028795,GSM1028796,GSM1028797,GSM1028798,GSM1028799,GSM1028800,GSM1028801,GSM1028802,GSM1028803,GSM1028804,GSM1028805,GSM1028806,GSM1028807,GSM1028808,GSM1028809,GSM1028810,GSM1028811,GSM1028812,GSM1028813,GSM1028814,GSM1028815,GSM1028816,GSM1028817,GSM1028818,GSM1028819,GSM1028820,GSM1028821,GSM1028822,GSM1028823,GSM1028824,GSM1028825,GSM1028826,GSM1028827,GSM1028828,GSM1028829,GSM1028830,GSM1028831,GSM1028832,GSM1028833,GSM1028834,GSM1028835,GSM1028836,GSM1028837,GSM1028838,GSM1028839,GSM1028840,GSM1028841,GSM1028842,GSM1028843,GSM1028844,GSM1028845,GSM1028846,GSM1028847,GSM1028848,GSM1028849,GSM1028850,GSM1028851,GSM1028852,GSM1028853,GSM1028854,GSM1028855,GSM1028856,GSM1028857,GSM1028858,GSM1028859,GSM1028860,GSM1028861,GSM1028862,GSM1028863,GSM1028864,GSM1028865,GSM1028866,GSM1028867,GSM1028868,GSM1028869,GSM1028870,GSM1028871,GSM1028872,GSM1028873,GSM1028874,GSM1028875,GSM1028876,GSM1028877,GSM1028878,GSM1028879,GSM1028880,GSM1028881,GSM1028882,GSM1028883,GSM1028884,GSM1028885,GSM1028886,GSM1028887,GSM1028888,GSM1028889,GSM1028890,GSM1028891,GSM1028892,GSM1028893,GSM1028894,GSM1028895,GSM1028896,GSM1028897,GSM1028898,GSM1028899,GSM1028900,GSM1028901,GSM1028902,GSM1028903,GSM1028904,GSM1028905,GSM1028906,GSM1028907,GSM1028908,GSM1028909,GSM1028910,GSM1028911,GSM1028912,GSM1028913,GSM1028914,GSM1028915,GSM1028916,GSM1028917,GSM1028918,GSM1028919,GSM1028920,GSM1028921,GSM1028922,GSM1028923
BCL2L14,2272.279433,518.5202667,684.7001333,1044.001167,1528.2788,929.0947,1418.655033,1105.001567,496.4709667,824.3017333,2850.770167,682.1582667,1508.185367,1094.596,1780.776,1097.8894,855.3941,1684.6254,1383.4736,723.1958333,1697.940067,734.3131667,785.2527,2038.517667,923.3087333,1797.104833,2498.137233,2210.429667,627.9738,2945.881,3497.824667,1827.4749,489.6025667,986.9525,1820.385867,590.2642,689.586,1142.900667,588.9262333,1642.986167,940.7969667,725.6863,1098.1068,584.7098333,1428.676167,1863.897667,1100.095567,1681.461367,653.6354333,2227.1102,797.0678333,655.3893667,1503.051333,473.5594333,1122.4634,3110.584667,1234.656,954.5432667,2004.989333,648.1692,1234.051,1501.569633,2004.804333,632.4749333,1152.4675,529.7450667,1500.455633,2129.931667,735.9246667,951.4816333,871.7615333,674.4204667,632.7131667,4604.811,1297.258,650.8648333,1029.6938,1538.294,619.9112,2611.3716,3099.322333,1421.3418,813.8351333,1867.239267,722.7802333,2909.044,1103.04,523.2895667,3153.491333,1063.039133,1768.8322,1078.664233,641.6962667,821.6794667,1704.853667,3472.833,957.8011,10632.082,1127.4839,632.266,574.111,1580.668167,1237.064733,1247.0939,902.6582,806.481,1752.575167,1467.687433,1237.775767,1629.913233,2157.290133,1308.776767,1679.195667,1217.698933,5699.530333,2527.185,1408.863833,1188.634467,749.4490333,2024.146,980.0363,1067.8288,1624.7989,5061.438333,2583.886233,718.6890667,1634.186567,2557.123333,1688.748867,799.4725333,1791.7597,812.4504667,1075.852367,1609.097667,635.8295667,1149.033933,1793.889067,751.6384333,1488.22,1182.584667,1741.149433,546.5997,2236.043667,1060.060367,1180.9954,2409.381867,779.0766,956.7574,2040.3752,559.8169,1152.177267,1130.435767,937.8967667,1493.686933,1275.3381,785.7891,1460.539667,1539.2819,1375.086433,1764.613233,1216.8596,2483.597,2474.051667,711.0292,1192.0942,1671.282333,619.7089667,869.9465333,1180.8433,1553.168267,1637.906667,1813.221333,1743.1899,2933.992,1564.259667,2023.9458,1463.877533,830.0880333,1571.187167,581.1599667,765.028,1384.802833,1686.681667,1986.491967,550.376,1654.279667,1771.101633,1023.064567,1178.191333,957.0587667,1712.185,1230.086933,2014.4882,1069.779433,1071.9685,1618.005333,1495.634333,2033.584667,1798.838667,1148.7321,1581.675967,1134.444333,907.0836,1095.3894,1313.599167,2144.201,856.6565667,531.8817667,782.1724333,1101.806633,2955.299667,927.0906333,1385.889733,1249.845467,616.2809333,1661.1392,1117.045433,2581.195333,1127.0446,1849.939,551.1863333,9827.326667,1363.925667,1766.882733,749.6106,1076.719733,1440.144,927.0482,879.5425333,1400.922533,798.2630667,1112.7698,838.4171,780.8144333,656.8680667,1506.595433,1372.791067,1847.954667,1902.312333,1194.663,2795.910333,651.8491667,1317.469333,1147.0331,5684.046333,1229.902467,1683.2857,488.9871667,459.2248,693.7622667,617.0746333,1895.8354,2221.8879,1464.959,1057.956567,513.0624333,1509.120633,911.5706,659.9457667,918.981,1336.524233,832.9497,633.9074333,2246.55,987.7574,1488.381467,895.9826,1286.975267,2780.026333,1216.381833,2591.215667,1920.3564,1484.0594,2186.666833,570.3861333,944.5114,1725.0798,2439.658567,1047.478167,990.9607333,2012.036333,1412.386533,839.3314,1146.058633,699.8765,1062.430267,1932.377667,870.7083333,2801.257,1006.7231,1020.8168,1511.251567,866.6773333,1317.932367,614.2589,971.5719,1612.833,521.4645,2415.230367,1003.288833,1933.720667,1177.686167,1330.916033,524.0798,676.2654333,751.9481333,1176.068,2352.631333,1691.628333,2868.107333,2206.376,1464.933733,1997.822567,1087.839567,1032.131533,857.7967,994.3726667,980.3407333,922.1217,2283.307667,899.2665333,4126.878333,642.1135,1256.417,1201.1734,1356.147167,1813.4814,2961.307,882.4006,1227.078133,494.0494,1613.147233,795.6691333,1435.866567,1353.3668,552.4126,2195.388667,806.3172,909.0971333,3921.285333,764.9857,1169.835433,1579.8064,2215.015333,1768.094433,826.5697333,571.3827333,949.5503667,1017.273233,1942.34,1443.792367,732.78,929.2455333,2673.635,1929.855,1163.515533,1446.463,1522.265533,1188.531667,2250.624333,1011.0218,3062.878333,1986.3342,1793.556667,1097.107833,1211.8975,1477.5854,1728.706767,3362.637333,1670.438933,1190.633433,657.6249333,731.6069333,652.5801667,1466.730167,1549.361467,780.0872,7678.258333,1001.610867,608.7843,2535.348667,1267.1744,6692.374667,1460.5886,1461.4914,1825.936,3287.729,1071.459833,908.2528333,801.8322,734.5744667,973.5111333,3193.741633,948.0588,817.7001667,561.8979333,2662.0529,1558.307433,958.5823,3162.919,1126.967567,1245.9534,1864.337333,1139.064933,1160.882333,1898.613833,2493.130667,2647.395,901.5770667,1179.2328,523.8508667,899.7873,1805.060333,2266.7767,881.6466333,689.5728,6084.732667,1219.758467,961.2837333,1098.332667,590.8433333,1558.666333,1441.380033,892.1661667,692.6373667,755.5601333,1247.1355,1163.966433,1565.102767,1556.5466,953.9424667,2559.527667,2660.132,3737.804967,1517.398867,2091.635,942.1689,2885.220333,561.9954667,794.3056,711.5721333,1393.7568,1461.956,1296.384967,2002.771333,1859.284067,1735.745,582.8445,1761.4565,887.3909333,531.1357,2575.657333,632.2823667,765.8112333,1083.6502,585.6629667,773.3322,778.3542333,2045.077867,1030.433267,739.0291667,1505.162367,1121.592167,3202.256333,1148.298633,1877.5345,1318.014067,582.3946333,1029.185133,510.2680667,1655.454067,503.0809,1170.9832,882.1505,1531.397633,1107.992067,723.4409667,1067.348667,1511.407833,1012.6928,2969.651,1846.092933,790.4175,1250.5293,776.3419667,1276.1719,2107.465667,2754.183833,509.5569667,975.1507,1223.993867,1749.774,2020.081,1580.700733,2961.664,1654.5237,455.2055333,1461.881933,1188.147667,1086.034467,1453.403933,821.8034667,551.7511,2806.512,762.9002333,1064.282133,2387.731,1652.824467,2910.669733,1107.8718,1387.350333,1287.068667,948.3884333,596.2485667,877.9918,929.0877333,576.4866667,888.97,2615.505667,1255.5579,1351.9707,1231.130667,1092.308633,1718.4555,1001.527567,2490.456667,1112.163933,1055.4962,1468.669333,1876.822333,1129.361067,637.3131667,1048.121767,817.9270667,825.9550667,2386.805,1174.298633,844.5883667,1602.094,689.3211667,993.6173667,817.1381333,1174.5168,1826.258667,988.4549333,1299.611733,901.6352333,713.7693333,1136.2142,2508.973267,1326.672533,1458.413167,606.2762667,963.7534667,3323.985333,588.8113333,1265.028733,2018.283333,1553.6007,1853.239667,1237.800067,900.675,2519.607567,518.7234,1170.487,1760.8723,1375.439867,1545.918667,1958.907967,2582.678167,841.2606333,2036.986,2349.975367,1152.215267,589.2535667,3193.978,1258.411533,1009.342967,845.9107333,1674.478,1241.189,2384.330667,979.4073,1004.844467,598.1204,1515.301767,1263.350667,1481.002667,1622.2299,780.5905333,685.1465,2276.314933,1274.274667,1658.989,3082.684,983.8520333,1323.580767,946.1585667,2508.9005,2505.685,1459.8022,1110.987867,2060.9225,986.4275667,1344.7604,998.6841333,916.869,1743.100167,1982.738933,2468.242567,1050.0941,1446.928067,1491.662767,1085.677067,2181.433333,1120.923267,1419.598033,5136.485633,964.1861,1571.8095,1274.7216,1113.679533,1149.4906,1823.039,1545.593267,1979.447667,3525.610667,1555.385833,2108.696733,807.0404333,828.7352,839.3544667,1306.978667,533.0506667,1150.103967,1161.913967,526.6476667,1393.033067,1296.363333
CGA,407.3442333,381.3369,387.9991,395.6038,376.7387333,374.6186,388.7178,632.9521667,498.8802333,382.6741,427.811,404.8955,708.0471333,566.1483667,401.8443,406.8844,390.5869333,401.891,397.1692667,425.2051333,368.9680667,385.5246667,1632.875333,463.2743333,376.9911333,471.0300667,380.8307667,423.5427333,389.5466333,454.6908,481.9355667,404.2934,414.3538,577.4619333,397.3002667,419.6539333,434.4429667,416.7379,393.4477667,542.4451,454.5435667,522.0074333,386.1093333,447.9664,448.0436333,426.5074667,437.5890333,837.7647333,452.4033,429.4575333,441.2819333,397.8393,403.9998667,379.5988667,414.7334667,439.4891333,443.7707333,413.4385667,375.3048667,612.8721,370.6027,390.2898,395.6765,367.0520333,385.4612333,370.3322667,399.0331,405.5463667,404.7677,417.9872333,458.2717667,388.2445667,401.7580667,420.7608667,373.8977667,381.1640333,496.1603667,442.1226667,372.0873,459.4942333,607.2067333,413.3914,706.2429667,429.5804667,669.9502667,380.6267333,406.8690333,387.4240333,2210.2236,458.8511,373.8301,379.3856667,603.3761333,370.1836667,358.5355333,476.7889667,407.8564,4864.671467,511.4243,828.0455667,400.635,494.1979667,415.7271667,454.0595667,403.5908333,914.0967333,431.1969,390.3253667,387.2371,363.4298,466.3361333,443.5835,496.4861333,376.4500333,1914.491067,948.3655,370.4835333,431.6073333,412.3440333,370.1739667,382.1980667,496.0858,382.371,446.0941667,488.7871333,381.8550333,474.8086333,424.4844667,475.7882333,418.0533,407.4650333,698.3226667,365.0195667,440.5617667,411.9327667,382.1531667,493.9203,390.6391,450.7162,427.8724333,419.5785667,428.8914667,475.1519333,383.5209667,358.872,349.3961333,388.9709667,367.2785,400.6632667,504.8276,361.8888667,350.1456,438.2561,404.3535333,389.463,388.4449667,380.2394333,373.9258333,759.5632667,402.7973,370.2713667,391.3254,464.0601,368.3881333,448.0794,661.1598667,669.4336667,397.6757333,415.6935,509.0088667,388.7370667,380.151,584.0860333,379.9395333,374.1087667,397.4634667,376.1971,480.6568333,429.9604,397.5749667,551.0099333,400.6927,360.0084333,441.1833333,471.2791,398.5177667,366.8692,360.8069,359.5192,380.5225667,413.1747333,403.9683,462.3935,466.6547667,367.5239333,399.2749667,366.9300667,536.8899667,388.0654333,390.0528667,463.0195,423.1292333,368.5172333,391.6110667,356.0499,387.4690333,442.5837,389.8638333,479.4580333,382.4596,495.4603,379.1166667,415.8686667,463.1181333,448.6869333,427.4456667,392.7136,392.192,389.8021,357.9446667,380.8668667,1572.715533,371.234,374.5746,378.2189667,406.8717333,418.4642333,374.2992667,600.6757,398.4592333,388.0111,359.7843667,418.9340333,421.1115,391.5367,460.8483333,799.7305333,374.1818333,381.3466333,415.5781333,408.8073,368.7090667,373.2159,439.2366,417.124,475.3287,409.4006667,394.0087,446.7900667,409.3488333,575.5374,403.6059333,374.8027,394.3359667,382.8791,383.947,412.9023667,523.3973,787.9012,362.7704667,384.2381333,466.0132333,409.5930667,419.7564667,632.9084,376.0827667,583.6392,393.2774667,392.0075,369.4024667,553.8232667,387.2503333,674.3244667,371.2803667,390.7614,1403.521367,524.2823667,594.0368,749.2876667,2710.528333,857.8402667,437.7179667,412.3146,443.2378,369.9705333,364.5263,590.7918667,420.4060333,362.8029667,398.2796333,476.7879667,379.6604,354.7965333,393.8637667,534.0726,425.6888,603.0187667,388.168,510.1066333,390.7177667,350.2411333,363.9833,432.3897,397.9811667,453.2317667,559.5917,385.8871333,393.8775,456.2611333,475.3326667,1008.109233,457.1791,393.9438,414.2704667,372.0265333,371.0369,507.4002,763.4859667,376.3785,647.0941667,402.7815,622.1752667,662.2414667,359.5605333,393.4888,378.0086333,581.0236,549.1480333,553.3925667,443.0951,448.2645,378.2691,417.5658333,477.7878667,456.1742333,400.0583,421.5553,477.6455333,397.7175333,375.2819333,408.1118,407.2098,370.8499,359.7868,373.8449333,365.0424,378.048,555.2857333,724.3128,895.8195667,448.5833,392.6853667,406.5467333,385.1831667,417.9588,382.8995333,479.7432,632.1712667,366.3378667,403.463,401.9727,420.4444333,399.1649667,406.2209,375.0609333,378.4176667,577.658,417.4955333,354.6909,410.1698667,388.2833,421.7162333,372.9600333,441.4142333,391.3525333,685.9117,388.7370667,1320.462933,361.9037667,383.0434667,383.0926,457.8898,2024.899067,371.4654667,405.5717,468.8025,387.8828,370.4828,513.9792333,440.1678,376.4432667,369.8416,381.1622667,470.0711667,375.6792,399.4302333,490.6486333,392.2266,419.786,434.9042,393.1364667,583.3996333,394.4496,462.4816667,377.4583333,501.1734333,1117.207033,432.9809333,412.9626333,380.8472333,366.9173667,384.4699667,594.4684,2604.558,387.3878,362.6134667,500.3663,1044.712933,578.8342333,385.7513667,428.4232333,364.3102667,427.1846333,403.0131667,421.3405,370.4800333,369.2039,517.2211,458.8859,378.6699667,355.478,385.6326333,368.1309333,435.8098667,387.3890667,389.0117667,395.1478667,380.1936667,477.7797667,393.1431667,402.3002333,385.2011,519.0254333,361.8238,362.0103333,531.5645,354.0632667,6095.512,409.8696333,369.7349667,589.9593,649.3280667,459.1518333,400.8315333,426.1271,385.4625667,470.8105333,370.4157,487.802,382.8360667,433.1199667,410.0881333,437.1141333,525.7546,494.2506333,433.9547333,387.3981667,781.5878333,411.5838667,588.2313,407.6401333,383.8952667,385.0536333,442.2076333,398.0483667,517.0198,371.0546667,435.2534667,455.2400667,426.7454333,384.1615667,377.8523333,400.2698333,369.0676333,407.0728333,444.1178667,357.6687,436.1573667,377.6378667,5799.961,379.9635,418.7293333,385.7596667,368.9011667,389.9157667,482.1327,428.6379,403.6814,517.9992333,394.6981,453.3448333,472.8375667,438.2672,411.0142667,431.2563,444.9227667,489.8078667,1435.5981,392.4317667,445.6328667,528.8948667,377.7386333,1615.259667,412.1707,394.3148667,377.5487,416.8038333,451.4611667,613.7055333,385.1647333,370.6732333,364.7742667,420.7119667,388.3846333,369.3018667,930.2619333,446.8508333,373.4492667,652.8943667,748.2132,388.5307333,701.3896,446.9647,433.685,406.2819,1133.811767,479.6342667,365.9956667,360.8413333,400.3015333,501.281,432.809,431.8248667,391.4319,455.5529667,384.4414333,418.7046667,382.3349,510.5373333,451.5391667,444.9733,441.0980333,562.8757,397.5216667,1156.9003,519.8034333,366.0084667,534.0683667,603.6644333,416.1016333,377.8130667,420.8972333,374.7093667,419.1575333,521.6157667,387.1259,373.6553333,387.4403333,422.5005333,391.6791333,436.5163333,384.5381,419.7765,792.5677333,436.3618667,1055.593633,400.5395333,419.4325667,443.8811,363.6067667,397.2121,473.0256333,676.0731667,382.3279333,393.4954,366.1746667,363.8424667,483.2627667,411.7222333,396.5020667,445.6949,375.9406667,389.7840667,504.2607,1817.8798,388.0572333,395.3190667,387.8641333,468.8031667,429.2279667,391.6262333,391.8382,374.6303,437.224,388.1788,367.5717333,368.2819,471.0338333,410.0222333,439.8072667,404.3298333,405.2943,378.7937667,371.9894667,379.9174,423.6947,392.5297333,383.6681,877.6191667,375.8853667,856.521,439.3171333,389.3436667,380.9034,459.8353,380.1777667,377.9824,378.4772333,1729.173333,520.9425333,425.6918333,409.5760333,489.2734667,719.6788333,530.1471,381.8985,471.1942333,376.3191,457.8923667
